角色ID,角色备注,角色近战攻击范围,角色远程攻击范围,角色移动速度,角色生命值,角色生命成长值,角色物理攻击力,角色物理攻击力成长值,角色魔法攻击力,角色魔法攻击力成长值,角色物理减伤,角色物理护甲,角色物理护甲成长,角色魔法减伤,角色魔法护甲,角色魔法护甲成长,角色物理穿透,角色魔法穿透,角色攻击速度,角色吸血值,角色反弹值,角色闪避值,角色暴击值,角色暴击成长,角色暴击伤害,角色怒气上限值,角色怒气回复值,角色魔法上限值,角色魔法回复,角色质量,角色霸体值上限,角色霸体值恢复速度,角色仇恨值
310010,僵尸,150,300,111,3032,70,206,4,0,0,0,300,3,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,7,1500,750,60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310101,162101关召唤栅栏,100,700,84,12000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,200,100,50
310102,162101关召唤投石车,100,700,84,4000,13,300,10,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,10,1500,100,50
310104,162101关召唤精灵弓箭手,100,575,84,4000,13,300,10,300,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,10,1500,100,50
310105,162101关召唤精灵弓箭手,100,575,84,4000,13,300,10,300,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,10,1500,100,50
310106,162102关召唤幽灵,150,300,188,914,16,288,11,0,0,0,0,0,0,0,0,0,0,53,0,0,30,20,0.15,0,0,0,0,0,5,750,150,40
310109,162103关召唤传送门（左绿色）,200,125,80,4000,10,216,5,400,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10000,10000,50
310110,162103关召唤传送门（右绿色）,200,125,80,4000,10,216,5,400,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10000,10000,50
310111,162103关召唤传送门（左红色）,200,125,80,4000,10,216,5,400,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10000,10000,50
310112,162103关召唤传送门（右红色）,200,125,80,4000,10,216,5,400,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10000,10000,50
310113,162103关召唤死亡沼泽,200,125,80,4000,10,216,5,400,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10000,10000,50
310114,召唤蓝方防御塔,100,1400,111,20000,100,720,20,0,0,0,0,0,0,0,0,100,0,67,0,0,0,0,0,0,100,0,0,0,5,400,50,50
310115,召唤蓝方铁匠,100,450,111,2000,35,0,0,216,8,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,5,400,50,50
310116,召唤栅栏,100,700,84,24000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,200,100,50
310117,兵工厂,100,275,1,2000,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10000,10000,70
310118,机械兵,100,275,100,400,3,400,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,400,50,50
310119,召唤栅栏,100,700,84,13200,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,200,100,50
310121,兵营水晶,250,250,1,17600,116,2,0,0,0,0,500,0,0,500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10000,10000,60
310122,蓝蜘蛛,150,350,125,8534,176,332,12,0,0,0,750,0,0,750,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1500,300,50
310123,红蜘蛛,150,350,125,1452,23,770,32,0,0,0,750,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1500,300,50
310125,小蜘蛛卵,100,350,65,60,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,750,150,70
310127,蓝蜘蛛卵,100,350,65,60,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,750,150,70
310128,红蜘蛛卵,100,350,65,60,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,750,150,70
310129,攻城战冰冻莱奥,230,100,150,36000,450,500,32,0,0,0,1750,0,0,1200,0,300,0,1,0,0,0,0,0,0,1000,0,0,0,7,1000,400,49
310130,助战炮台,100,1100,111,40000,100,764,17,0,0,0,0,0,0,0,0,100,0,67,0,0,0,0,0,0,100,0,0,0,5,400,50,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310401,混乱之地-无限之镜,300,700,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,10000,1000,15,99999,10000,50
310402,混乱之地-无限之镜,300,700,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,0,10000,1000,15,99999,10000,50
310403,无限镜幽灵,150,300,188,1550,22,366,12,0,0,0,0,0,0,0,0,0,0,53,0,0,20,20,0,0,0,0,0,0,5,750,75,40
310404,火种,150,300,0,100,0,0,0,0,0,1,0,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,5,0,0,40
310405,极寒冰晶,250,250,0,17600,116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9000,300,15,10000,10000,60
310406,4星骷髅战士,150,300,156,812,19,196,4,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,6,750,75,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401001,玩家盾妹,160,500,125,3288,88,136,3,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,6,750,75,50
401002,玩家大树,250,375,67,6000,100,0,0,666,10,0,66666,0,0,66666,0,8888,8888,50,0,0,0,0,0,0,100,0,0,0,11,2000,1000,70
401003,召唤大石头,350,350,67,13000,100,666,0,0,0,0,66666,0,0,66666,0,8888,8888,60,0,0,0,0,0,0,0,0,0,0,10,2000,1000,80
401004,玩家牧师,100,475,125,547,26,0,0,91,3,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,5,400,50,50
401005,艾丽卡捆绑,200,125,100,24000,10,108,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,10000,10000,50
401006,骷髅战士l,150,300,156,199,9,48,2,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,6,1500,750,50
401007,骷髅战士2,150,300,156,199,9,48,2,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,6,1500,750,50
401008,召唤小树(金币）,150,275,67,2400,100,1,0,0,0,0,1050,0,0,400,0,0,0,50,0,0,0,0,0,0,0,0,0,0,9,1000,125,70
401009,101小鹿,100,650,135,754,12,0,0,153,4,0,0,0,0,500,0,0,0,20,0,0,0,0,0,0,100,0,10000,4500,5,120,15,50
