语言ID,说明,CN,
1209,,魔法攻击增加%d%%,
1210,,物理减伤增加%d%%,
1211,,护甲增加%d点,
1212,,护甲增加%d%%,
1213,,魔法减伤增加%d%%,
1214,,魔抗增加%d点,
1215,,魔抗增加%d%%,
1216,,物理穿透增加%d点,
1217,,物理穿透增加%d%%,
1218,,魔法穿透增加%d点,
1219,,魔法穿透增加%d%%,
1220,,攻击速度增加%d%%,
1221,,吸血增加%d%%,
1222,,反弹增加%d%%,
1223,,闪避增加%d%%,
1224,,暴击增加%d%%,
1225,,暴击伤害增加%d%%,
1226,,怒气增加%d点,
1227,,怒气增加%d%%,
1228,,怒气回复增加%d%%,
1229,,魔法增加%d点,
1230,,魔法增加%d%%,
1231,,魔法回复增加%d%%,
1232,,重量增加%d点,
1233,,霸体增加%d点,
1234,,霸体增加%d%%,
1235,,霸体回复增加%d%%,
1236,,仇恨增加%d点,
1237,,额外增加%s条属性,

1240,,铸造,
1241,,分解,
1242,,使用宝石打造品质更高的装备!,
1243,,预览,
1244,,普通铸造,
1245,,精品铸造,
1246,,分解,
1247,,消耗：,
1248,,1，勾选符石作为铸造材料可以进行精品铸造。\n\n2，精品铸造获得高品质装备的概率更高。\n\n3，普通铸造的装备最高品质为紫色。\n\n4，精品铸造的装备最高品质为金色。,
1249,,你所选的装备中包含精品装备，是否继续分解？
1250,,基础材料不足！,
1251,,符石不足！,
1252,,白,
1253,,绿,
1254,,蓝,
1255,,紫,
1256,,金,
1257,,橙,
1258,,随机%d条附加属性,
1259,,全部,
1260,,战士,
1261,,刺客,
1262,,射手,
1263,,法师,
1264,,贤者,
1271,,七天,
1272,,每日福利,
1273,,每日成长,
1274,,每日折扣,
1275,,使用火焰符石提升打造高品质武器的概率!,
1276,,使用水纹符石提升打造高品质头饰的概率!,
1277,,使用庇护符石提升打造高品质衣服的概率!,
1278,,使用疾走符石提升打造高品质鞋子的概率!,
1279,,使用闪耀符石提升打造高品质饰品的概率!,
1280,,使用闪耀符石提升打造高品质宝具的概率!,
1281,,金币,
1282,,英雄碎片,
1283,,每日福利预览,
1284,,每日成长奖励预览,
1285,,每日折扣预览,
1286,,分解获得,
1287,,您的背包满了，打造的装备已经发往邮箱啦!,
1288,,一次性只能分解10件装备,
1289,,每日福利预览,
1290,,每日成长预览,
1291,,每日折扣预览,
1292,,第%d天,
,,,
1300,,神秘商店,
1301,,金币商店,
1302,,爬塔商店,
1303,,钻石商店,
1304,,竞技币不足,
1305,,能量碎片不足,
1306,,库存不足,
1307,,折,
1308,,神秘商店可能刷出,
1309,,金币商店可能刷出,
1310,,爬塔商店可能刷出,
1311,,钻石商店可能刷出,
1312,,公会商店可能刷出,
1313,,抽卡可能抽出,
1314,,前往竞技场,
1315,,竞技场宝箱可能产出,
,,,
1349,,排名每5分钟自动刷新,
1350,,本服竞技,
1351,,召唤师等级,
1352,,公\n会,
1353,,爬塔试炼,
1360,,名次,
1361,,名称,
1362,,所在公会,
1363,,召唤师等级,
1364,,公会名称,
1365,,公会人数,
1366,,公会等级,
1367,,最高层数,
1368,,爬塔积分,
1369,,我的积分,
1370,,我的排行,
1371,,我的等级,
1372,,未进入10000名,
1373,,公会排行,
1374,,每日凌晨0点进行结算并重置状态,
1375,,爬塔试炼规则说明,
1376,,详细内容,
1377,,背包容量已经达到当前特权的最大格数,
1378,,英雄卡包容量已经达到当前特权的最大格数,
1379,,升级到特权%d才能购买%s,
1380,,请升级您的特权等级，再购买更多挑战次数,
1381,,超值抢购,
1382,,英雄试练法师议会活动,
1383,,英雄试练法师议会活动,
1384,,英雄试练法师议会活动,
1385,,副本狂欢节,
1386,,完成任意关卡%d次,
1391,,限时副本,
1392,,<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>限时副本活动助你解决英雄等级、技能等级提升难题！英雄试炼与爬塔试炼副本<font color='FF1900' outline='1&401c09' size='20'>产出翻倍<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>，海量经验、技能石等你拿，等级快速提升爽翻天！</font></font></font>
1393,,累计充值,
1394,,累计充值满%d元,
1402,,疯狂试练,
1403,,完成难度等级5英雄试练%d次,
1431,,通天塔,
1432,,完成任意难度爬塔试练%d次,
1440,,战斗狂人,
1441,,在竞技场击败敌人%d次,
1449,,金矿来了,
1450,,完成%d次金币试练,
1458,,超值抢购,
1459,,疯狂试练,
1460,,狂欢节,
1461,,充值有礼,
1462,,通天塔,
1463,,累计充值,
1464,,金矿来了,
1465,,提升特权等级获得更大的背包,
1466,,提升特权等级获得更大的卡包,
1467,,提升特权等级获得更多召唤师,
1468,,提升特权等级获得更多挑战次数,
1469,,%d月%d日%.02d:%.02d-%d月%d日%.02d:%.02d,
1470,,剩余%d日%.02d小时%.02d分钟,
1471,,购买(%d/%d),
1472,,是否花费%d钻石购买超值礼包,
1473,,未完成,
1474,,已领取,
1475,,已结束,
1476,,是否花费%d金币购买超值礼包,
1477,,活动暂未开放,
1478,,该关卡尚未开启&召唤师们加紧去闯关吧！,
1500,,您是否要退出游戏？,
1501,,当前没有选择任何天赋,
1502,,获得奖励,
1503,,恭喜获得,
1504,,打得不错！,
1505,,哦哦！,
1506,,谢谢！,
1507,,祝你好运！,
1508,,不错呀~,
1509,,懵逼中,
1510,,召唤师，您的队伍没满员，是否真的保存队伍设置？,
1511,,保存,
1550,,能量碎片可以在爬塔商店购买商品,
1600,,60钻石,
1601,,300钻石,
1602,,680钻石,
1603,,1280钻石,
1604,,3280钻石,
1605,,6480钻石,
1606,,升级狂人！,
1607,,升级狂人!,
1608,,升级任意英雄到15级,
1609,,升级任意英雄到17级,
1610,,升级任意英雄到19级,
1611,,升级任意英雄到21级,
1612,,升级任意英雄到25级,
1613,,升级任意英雄到30级,
1614,,专家如是说,
1615,,友谊的小船,
1616,,六万也蜗居,
1617,,不带技能也赢你,
1618,,战斗已经结束,
1619,,单手打字,
1620,,钻石联赛选手  ,
1621,,暴怒的玩家,
1622,,赢我有奖励,
1623,,这是个土豪,
1624,,输了才嘲讽,
1625,,叫我菜鸟,
1626,,吃吃吃买买买,
1627,,召唤师程序员,
1628,,凌晨两点喝咖啡,
1629,,青铜战黄金,
1630,,少先队队员,
1631,,潜行来一发,
1632,,99连胜还差1,
1633,,北国雪女,
1634,,火焰女王的烧烤,
1635,,维京人的啤酒,
1636,,新手上路,
1637,,前方高能,
1638,,封测小王子,
1639,,特权等级,
1640,,维护补偿,
1641,,由于机房网络维护，影响了部分玩家正常游戏，公司小伙伴通过紧急处理已经恢复了正常，各位玩家可以正常进行游戏了,
1642,,公告,
1643,,《召唤师》删档内测开服公告,
1644,,.\n<div fontcolor=#391200  fontsize=20>亲爱的各位召唤师大大，感谢大家对本游戏的热情关注与支持，《召唤师》计费删档测试将于11月16日-11月22日进行！！本次测试为“</div><div fontcolor=#FF1900 fontsize=20>计费删档测试</div><div fontcolor=#391200  fontsize=20>”，我们准备了丰富的活动，欢迎大家前来畅玩：</div><div fontcolor=#FF1900 fontsize=20>玩家群：478795710</div>.\n.\n<div fontcolor=#391200  fontsize=24>活动一：《召唤师》测试期间充值大回馈！</div>.\n<div fontcolor=#391200  fontsize=20>在本次测试期间充值的玩家，在正式公测时即可享受充值额度</div><div fontcolor=#FF1900 fontsize=24>200%</div><div fontcolor=#391200  fontsize=20>钻石返还！</div><div fontcolor=#391200  fontsize=20>请玩家在公测登录时用本次测试使用QQ或微信账号继续登录，不要更换帐号以免不能收到奖励。充值返还钻石以邮件方式发送（VIP等级将不计入返还）</div>\n.\n<div fontcolor=#391200  fontsize=24>活动二：首充送大礼</div>.\n<div fontcolor=#391200  fontsize=20>活动内容：</div>.\n<div fontcolor=#391200  fontsize=20>玩家充值任意金额，即可获得价值</div><div fontcolor=#FF1900 fontsize=20>1888钻石</div><div fontcolor=#391200  fontsize=20>的豪华首充礼包</div>.\n.\n<div fontcolor=#391200  fontsize=24>活动三：限时商城开放</div>.\n<div fontcolor=#391200  fontsize=20>活动时间：</div><div fontcolor=#FF1900 fontsize=20>11月16日-11月22日</div>.\n<div fontcolor=#391200  fontsize=20>活动内容：</div>.\n<div fontcolor=#391200  fontsize=20>活动期间内开启限时商城，各种珍稀装备、道具、英雄碎片将开放购买，机不可失！</div>.\n.\n<div fontcolor=#391200  fontsize=24>活动四：超值月卡</div>.\n<div fontcolor=#391200  fontsize=20>活动内容：</div>.\n<div fontcolor=#391200  fontsize=20>购买超值月卡，就可以在接下来的30天每天收到100钻的钻石返还（温馨提示：记得每天来领哦！）</div>.\n.\n<div fontcolor=#391200  fontsize=24>活动五：全民冲级赢好礼</div>.\n<div fontcolor=#391200  fontsize=20>活动时间：</div><div fontcolor=#FF1900 fontsize=20>11月16日-11月22日</div>.\n<div fontcolor=#391200  fontsize=20>活动内容：</div>.\n<div fontcolor=#391200  fontsize=20>活动期间内达到活动等级，即可获取各类稀有道具</div>.\n.\n<div fontcolor=#391200  fontsize=24>活动六：开服排行榜</div>.\n<div fontcolor=#391200  fontsize=20>活动时间：</div><div fontcolor=#FF1900 fontsize=20>11月16日-11月22日</div>.\n<div fontcolor=#391200  fontsize=20>活动内容：</div>.\n<div fontcolor=#391200  fontsize=20>活动期间内，每天在竞技榜名列前茅可领取超级奖励</div>.\n.\n<div fontcolor=#391200  fontsize=24>活动七：整点在线领好礼</div>.\n<div fontcolor=#391200  fontsize=20>活动时间：</div><div fontcolor=#FF1900 fontsize=20>11月16日-11月22日 每晚19:00~24:00</div>.\n<div fontcolor=#391200  fontsize=20>活动内容：</div>.\n<div fontcolor=#391200  fontsize=20>每天在活动规定的时间在线可领取奖励</div>.\n.\n<div fontcolor=#391200  fontsize=20>具体活动详情，请进入主界面点击“活动”图标了解</div>
1645,,确定,
1646,,服务器：,
1647,,等    级：,
1648,,经    验：,
1649,,公    会：,
1650,,英雄等级上限：,
1651,,音乐：,
1652,,音效：,
1653,,获得召唤师布鲁斯解锁此头像,
1654,,获得召唤师雪莉解锁此头像,
1655,,获得召唤师希尔娅解锁此头像,
1656,,获得召唤师艾丽卡解锁此头像,
1657,,获得召唤师约修亚解锁此头像,
1658,,获得召唤师罗迪亚克解锁此头像,
1659,,完成成就“常胜将军Ⅲ”解锁此头像,
1660,,完成成就“逐星者Ⅲ”解锁此头像,
1661,,完成成就“不败神话Ⅲ”解锁此头像,
1662,,完成成就“复仇者联盟Ⅲ”解锁此头像,
1663,,完成成就“人族统帅Ⅲ”解锁此头像,
1664,,完成成就“自然族统帅Ⅲ”解锁此头像,
1665,,请先完成成就,
1666,,头像选择,
1667,,队伍设置,
1668,,帮助信息,
1669,,改名,
1670,,名字长度最多6个字，每次改名需要消费%d钻石,
1677,,累计登录1天,
1678,,累计登录2天,
1679,,累计登录3天,
1680,,累计登录4天,
1681,,累计登录5天,
1682,,累计登录6天,
1683,,累计登录7天,
1684,,19点在线奖励,
1685,,登录好礼,
1686,,整点在线,
1687,,冲级活动,
1688,,提升召唤师等级到5级,
1689,,提升召唤师等级到10级,
1690,,提升召唤师等级到15级,
1691,,提升召唤师等级到20级,
1692,,提升召唤师等级到25级,
1693,,提升召唤师等级到30级,
1694,,提升召唤师等级到35级,
1695,,提升召唤师等级到40级,
1696,,提升召唤师等级到45级,
1697,,我的名字叫做~~~,
1698,,请为自己选择一个合适的名称，好让其他玩家能够认识你。对名字不满意时去用户信息界面可以再次修改。,
1699,,训练师,
1700,,对抗电脑,
1701,,对抗电脑,
1702,,竞技场,
1703,,开始挑战,
1704,,锦标赛,
1705,,%d级解锁,
1706,,随机,
1707,,已有该英雄\n转为%d碎片,
1708,,英雄已满星\n转为%d金币,
1709,,日常任务,
1710,,竞技场规则：\n1.点击“匹配”按钮进行队伍界面；\n\n8.选取要进行匹配竞技的对战队伍；\n\n2.战斗结束后根据胜负来进行积分计算；\n\n3.竞技积分低于750时，对战失败不会扣减当前积分；\n\n4.积分的升降会影响你的竞技分组和竞技排名；\n\n5.排名每5分钟自动刷新；\n\n6.玩家初始即可获得系统赠送的5个战利品宝箱。此外，当宝箱库存未满5个时，系统每2小时赠送1个宝箱！\n\n7.玩家需要通过竞技场对决才能获得开启宝箱的机会，每胜利1场开启1个。\n\n8.宝箱最多可以持有5个，当宝箱库存未满5个时，可以花费钻石自行购买宝箱！\n\n9.宝箱购买价格与购买次数成正比！每日凌晨重置宝箱购买价格！\n\n10.玩家每日可在竞技场半价购买前5个宝箱！\n\n11.玩家所处的竞技段位越高，宝箱开出的奖励就越丰厚！
,,,
1711,,暂不开放
,,,
1712,,休赛日发放赛季奖励,
1713,,今日不再弹出
1714,,暂不开放
1715,,预计等待时间：%d秒
1716,,正在为您优先匹配中···
1717,,月卡剩余天数:
1718,,首充
1719,,新手福利
1720,,特权等级2及以上可以购买成长基金
1721,,提升特权等级获得更多特权,
1722,,成长基金购买成功,
1723,,明日生效,
1724,,额外赠送\n%d钻石,
1725,,已全部领取,
1726,,已等待时间：%d秒


1801,,在神秘商店购买%d个物品
1802,,在竞技商店购买%d个物品
1803,,在爬塔商店购买%d个物品
1804,,参加并完成一次锦标赛
1805,,拥有%d个2星英雄
1806,,拥有%d个4星英雄
1807,,完成首次充值
1808,,完成648单充
1810,,锦标赛1
1811,,锦标赛2
1812,,锦标赛3
1813,,锦标赛4
1814,,锦标赛5
1815,,锦标赛6
1816,,锦标赛7
1817,,国庆登录
1818,,单笔充值
1819,,单次充值648元
1820,,国庆登录第%d天
1821,,玩家升级到18级
1822,,累计通关星星数%d个
1823,,拥有%d个召唤师
1824,,完成任意难度英雄试练%d次
1825,,拥有%d个英雄
1826,,参加%d次爬塔
1827,,购买%d次金币
1828,,升级任意英雄到35级
1829,,月卡
1830,,<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>一次消费，收益一个月！只需26元，<font color='FF1900' outline='1&401c09' size='20'>连续30天<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>，每天都可<font color='FF1900' outline='1&401c09' size='20'>领取100钻<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>！此等好事，怎能错过！快通过主城-商店-钻石商店进行购买吧~</font></font></font></font></font>
1831,,月卡礼包
1832,,封测充值
1833,,<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>凡在本次测试期间充值的玩家，只要在公测时用本次测试使用的<font color='FF1900' outline='1&401c09' size='20'>QQ或微信<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>账号继续登录即可获得<font color='FF1900' outline='1&401c09' size='20'>200%充值钻石返还<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>，让你公测内测爽不停！</font></font></font></font></font>
1834,,成长基金
1835,,<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>无需花钱，就能<font color='FF1900' outline='1&401c09' size='20'>免费获得40000钻<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>，购买成长基金即可享受此等巨额优惠！还在等什么，赶紧通过主城界面“首充”按钮进入购买吧~</font></font></font>
1836,,累计充值满%d钻石
1837,,<font face='fonts/msyh.ttf'color='391200' outline='1&401c09' size='20'>11月16-11月22日，每天的竞技榜单前4名可领取奖励</font>
1838,,竞技争霸

1850,,完成成就“死灵族统帅Ⅲ”解锁此头像,
1851,,完成成就“初露锋芒Ⅲ”解锁此头像,
1852,,完成成就“蛟龙入海Ⅲ”解锁此头像,
1853,,完成成就“所向披靡Ⅲ”解锁此头像,

1900,,%d级解锁新精英章节
1901,,当前章节未通关！
1902,,定级：剩余%d场
1903,,定级已完成
1904,,您的定积分：
1905,,该区域需要公会等级%d级
1906,,该区域不是当前远征目标，无法进入该区域
1907,,当前远征尚未开始，还需等待：%.02d:%.02d:%.02d
1908,,死亡沼泽
1909,,造梦之所
1910,,混乱时空
1911,,新大陆
1912,,掌控死亡
1913,,空无一物
1914,,魔禁生灵
1915,,沼泽是balalalalalla
1916,,造梦balalalalalla
1917,,混乱balalalalalla
1918,,新大陆balalalalalla
1919,,掌控balalalalalla
1920,,空无balalalalalla
1921,,魔禁生灵balalalalalla
1922,,远征目标:
1923,,远征期限:
1924,,远征目标一旦确定，在远征期间内无法更改
1925,,%d天

1926,,%d级解锁新精英章节
1927,,%d级解锁新精英章节
1928,,%d级解锁新精英章节
1929,,%d级解锁新精英章节
1930,,%d级解锁新精英章节
1931,,%d级解锁新精英章节
1932,,%d级解锁新精英章节
1933,,%d级解锁新精英章节
1934,,%d级解锁新精英章节
1935,,%d级解锁新精英章节
1936,,%d级解锁新精英章节
1937,,%d级解锁新精英章节
1938,,%d级解锁新精英章节
1939,,%d级解锁新精英章节
1940,,%d级解锁新精英章节
1941,,%d级解锁新精英章节
1942,,%d级解锁新精英章节
1943,,%d级解锁新精英章节
1944,,%d级解锁新精英章节
1945,,%d级解锁新精英章节
1946,,%d级解锁新精英章节
1947,,%d级解锁新精英章节
1948,,%d级解锁新精英章节
1949,,%d级解锁新精英章节
1950,,%d级解锁新精英章节

1951,,我的佣兵
1952,,全部佣兵
1953,,佣兵营地
1954,,累计收入：
1955,,驻守时间：
1956,,%d小时%d分钟
1957,,Vip4
1958,,派遣佣兵可以按时间获得收入。每次最少派遣1天
1959,,其他玩家雇佣您的佣兵，你也会获得额外收入
1960,,“非常抱歉，您所在的%s公会因活跃度持续低迷，被魔法学院强制解散。您可以加入到其它公会或创建新的公会继续前行。”
1961,,公会通知
1962,,公会解散
1963,,提升特权等级到4级，派遣更多佣兵
1964,,远征目标只有会长或副会长才能设定

1965,,本场最佳
1966,,当前在线
1967,,公会状态
1968,,桑德利尔
1969,,亚特兰
1970,,贤者之地
1971,,塔玛拉
1972,,规则说明
1973,,公会信息
1974,,公会福利
1975,,公会成员
1976,,新人审核
1977,,远征次数不足
1978,,新人审核
1979,,远征次数不足
1980,,会长大人！公告栏空空如也，需要把这里填满哦！
1981,,为公会取一个响亮的名字
1982,,临危
1983,,活跃
1984,,不活跃
1985,,正常
1986,,超级活跃
1987,,关卡未解锁
1988,,关卡已完成
1989,,距离收回佣兵还有%d小时%d分钟%d秒
1990,,时间收益
1991,,雇佣收益
1992,,是否将该英雄从营地召回？
1993,,当前佣兵营地还没有任何英雄，请公会成员积极派遣。
1994,,佣兵营地规则：\n1.所有公会成员都可将自己的英雄派往佣兵营地；\n\n2.每人每天至少可以将1名英雄派往佣兵营地；\n\n3.玩家的佣兵派遣后可以通过驻守时长以及雇佣费用获取收益；\n\n4.在佣兵营地中，公会成员可以雇佣在此驻守的任意英雄（自己派遣的除外）；\n\n5.雇佣的佣兵可以用于除了竞技场之外的任意副本；\n\n6.每一名雇佣的佣兵当日在战斗中使用一次，每天0点重置次数；\n\n7.当雇佣的英雄等级大于召唤师等级时，会对英雄等级作出调整：英雄大于召唤师的等级差会被控制在15级以内；\n\n8.被派遣到佣兵营地的英雄，至少需要驻守24小时后才能被召回；\n\n9.英雄被召回时，结算驻守期间的所有收益。
1995,,远征剩余时间：%.02d:%.02d:%.02d
1996,,录音时间太短
1997,,你被任命为公会副会长职务
1998,,你被撤销了公会副会长职务
1999,,非常抱歉，你被请出了%s公会
2000,,你被任命为会长职务
2001,,你的公会申请被拒绝
2002,,你已成功加入%s公会
2003,,您是会长，会中还有其他成员时无法退出公会
2004,,退出公会24小时内无法加入任何一个公会。您确定退出公会吗？
2005,,打得不错！看来你的卡组已经具有不错的实力。快去竞技场试试和其他玩家进行即时对战把
2006,,远征已结束
2007,,我的活跃：竞技场活跃%d
2008,,恭喜您！您的公会目前处于一个超级活跃的状态，以至于我们不得不额外给你们公会一个更大的奖励。
2009,,公会活跃宝箱
2010,,该关卡boss已被其他公会成员击杀
2011,,超级活跃宝箱
2012,,公会等级规则：\n1.公会的等级直接决定公会功能的开放；\n\n2.公会通过公会声望进行升级或降级；\n\n3.公会成员在游戏内的活跃度会转化为对应的公会声望值；\n\n4.每打1次竞技场提供10点活跃，每天最多提供100点活跃；\n\n5.公会成员还可以参与公会远征直接获取公会声望；\n\n6.如果公会成员的活跃贡献长期处于低迷状态，则公会等级会被降级。
2013,,福利须知：\n1.公会活跃达到规定数值时，公会所有成员可以获得公会活跃宝箱！\n\n2.公会的整体活跃度处于高度活跃时，还会有额外惊喜哦！
2014,,公会成员须知：\n1.公会成员的活跃对于公会的存活至关重要，连续15日公会活跃为0，则公会解散；\n\n2.会长和副会长有权限编辑公告，但是公会徽章只有会长有权选择；\n\n3.玩家退出公会后，24小时内无法加入任何一个公会；\n\n4.公会中有其他成员时，会长退出公会前必须移交职务；\n\n5.如果连续5天未登录游戏，公会会长的职务将自动转交给公会内的其他人。
2015,,取消职务
2016,,%d小时前
2017,,%d分钟前
2018,,%d天前
2019,,休息时间:%.02d:%.02d:%.02d
2020,,您确定取消自己的副会长职务吗
2021,,升级水晶到2级解锁该技能
2022,,升级水晶到4级解锁该技能
2023,,升级水晶到6级解锁该技能
2024,,铁匠铺
2025,,远征排行榜
2026,,排名
2027,,名称
2028,,Boss总伤害
2029,,参战队伍
2030,,远征目标
2031,,排名奖励
2032,,伤害统计在打开界面时刷新，远征结束后不再刷新，新的远征开启时伤害统计重置
2033,,战斗力榜
2034,,关卡说明
2035,,通关奖励
2036,,公会ID：
2037,,公会告示内容不合法
2038,,提升vip等级派遣更多佣兵
2039,,%d天%d小时%d分钟%d秒
2040,,佣兵
2041,,佣
2042,,公会商店
2043,,公会币不足
2044,,稀有
2045,,远征胜利后，将下架旧商品，上架新商品。
2046,,亲爱的玩家，加入公会后才能开启公会商店功能哦！
2047,,公会远征胜利后，公会商品在这里上架，上架的商品中还有数量稀少的稀有商品哦。
2048,,商品正在上架，请耐心等待。
2049,,\n1.公会商品的数量有限，先到先得！\n\n2.公会商店的商品来源于公会远征；\n\n3.只有远征胜利后才会有新的公会商品上架；\n\n4.每次新商品上架前会对旧商品进行强制下架；\n\n5.新商品上架前，会有10分钟的准备时间；\n\n6.商品售罄后，不再补充货源，请开启新的远征来获取新商品上架机会。
2050,,远征结束时间%.02d:%.02d:%.02d
2051,,远征奖励发放时间%.02d:%.02d:%.02d
2052,,%d小时
2053,,公会远征须知：\n1.公会远征目标由会长或者副会长在远征休战期进行选择；\n\n2.远征目标选取后，等到远征休战期结束即可进入远征交战阶段；\n\n3.在远征交战期所有参与战斗的公会成员，都会在远征通关后获得一份击杀奖励宝箱；\n\n4.在对BOSS伤害统计中排名靠前的公会成员将获得额外的宝箱奖励；\n\n5.公会成员每天可以挑战2次远征，挑战次数0点重置。
2054,,公会远征
2055,,商品已售完
2056,,商品数量不足
2057,,本期暂不开启，敬请期待
2058,,长按佣兵头像查看佣兵详细信息
2059,,通知
2060,,上阵
2061,,已上阵
2062,,%s已设置为当前召唤师
2073,,开服钜惠
2074,,开服钜惠庆典
2075,,累计充值满%d钻
2076,,欧皇养成
2077,,欧皇养成总动员
2078,,完成抽卡%d次
2079,,消费献礼
2080,,消费献礼嘉年华
2081,,消费%d钻石
2082,,福到礼到
2083,,福到礼到欢乐到
2084,,购买金币%d次
2085,,金币商店刷新%d次
2086,,花费%d金币
2087,,打造装备%d次
2088,,花费%d能量碎片
2089,,成长基金
2090,,成长基金
2091,,角色等级达到%d级
2092,,每日充值
2093,,每日充值回馈
2094,,充值任意金额可领取
2095,,感恩回馈
2096,,感恩回馈七重奏
2097,,累计刷新金币商店%d次
2098,,竞技场获得%d次胜利
2099,,装备打造%d次
2100,,累计抽卡%d次
2101,,拥有%d个3星英雄
2102,,累计消费达到%d钻石
2103,,活动期间累计充值达到%d钻石
2104,,多重大奖
2105,,多重大奖送不停
2106,,充值%d钻
2107,,月卡福利
2108,,月卡福利
2109,,明天再来
2110,,领取
2111,,已全部领取
2112,,月卡
2113,,终身卡
2114,,成长基金
2115,,成长基金购买成功
2116,,月卡购买成功
2117,,终身卡购买成功
2118,,全民庆典福利
2119,,充值福利全民领取
2120,,重试
2121,,%d天%d时%d分
2122,,您的消息未能送达，请稍后再试
2123,,需要体力么？点击下方的按钮即可购买！
2124,,你当前没有宝箱
2125,,获胜开启
2126,,点击打开
2127,,%d时%d分后增加1个宝箱
2128,,%d分%d秒后增加1个宝箱
2129,,%d秒后增加1个宝箱
2130,,战利品宝箱
2131,,竞技场取得1场胜利即可开启：内含金币、材料、英雄碎片！
2132,,战利品宝箱
2133,,竞技场取得1场胜利即可开启：内含金币、材料、英雄碎片！
2134,,战利品宝箱
2135,,竞技场取得1场胜利即可开启：内含金币、材料、英雄碎片！
2136,,战利品宝箱
2137,,竞技场取得1场胜利即可开启：内含金币、材料、英雄碎片！
2138,,战利品宝箱
2139,,竞技场取得1场胜利即可开启：内含金币、材料、英雄碎片！
2140,,是否花费钻石购买宝箱
2141,,购买宝箱
2142,,收集%d个%s、%d个%s、%d个%s、%d个%s兑换奖励
2143,,收集%d个%s、%d个%s、%d个%s兑换奖励
2144,,收集%d个%s、%d个%s兑换奖励
2145,,收集%d个%s兑换奖励
2146,,跨年红包
2147,,跨年狂欢红包雨
2148,,还能兑换%d次
2149,,春节福利
2150,,春节登录有福利
2151,,感恩充值
2152,,感恩充值大回馈
2153,,新年特惠
2154,,新年特惠礼包
2155,,兑换
2156,,兑换完毕
2157,,请输入一个新密码
2158,,请再次输入密码以确认
2159,,密码长度最少为6位
2160,,密码创建成功
2161,,您两次输入的密码不匹配
2162,,错误多次，请稍候再试
2163,,您的游戏ID和密码不匹配
2164,,请输入您的密码
2165,,请输入您的ID
2166,,活动期间累计登陆%d天
2167,,充值福利全民领取
2168,,活动期间充值满%d钻石
2169,,红包数量不足
2170,,发送
2171,,信息已过期
2172,,关闭
2173,,%d阶竞技场
2174,,抽卡限定
2175,,活动限定
2176,,训练场
2177,,回放
2178,,观看%d次
2179,,%d小时%d分钟前
2180,,快来看这个精彩回放
2181,,输入的字数不能超过30字
2182,,分享\nX%d
2183,,申请上榜\nX%d
2184,,%d:%d:%d后增加1个宝箱，今日还可以半价购买%d个宝箱
2185,,当前宝箱已达最大数量，今日还可以半价购买%d个宝箱
2186,,%d分
2187,,解锁世界地图%d章节


2200,,爬塔奖励
2201,,根据您上周的爬塔排名发放了相应奖励，请及时领取
2202,,每周六、日开放
2203,,爬塔排行榜奖励说明
2204,,奖励发放规则：\n\n第1-10名奖励。\n\n第11-50名奖励。\n\n第51-100名奖励。,

2300,,新的系统解锁
2301,,返回城镇


