道具ID,描述,道具名称,道具描述,道具图标名称,道具品质      ,道具类型,道具类型参数,出售价格,使用等级限制,快速前往关卡,掉落系数,背包界面所属标签
22014,针织灰袍(绿),32027,32028,220057.png,2,1,[22014],2000,20,[],1,2
22015,针织灰袍(蓝),32027,32028,220057.png,3,1,[22015],2750,20,[],1,2
22016,针织灰袍(紫),32027,32028,220057.png,4,1,[22016],3500,20,[],1,2
22017,铁制铠甲(白),32045,32046,220006.png,1,1,[22017],1250,20,[],1,2
22018,铁制铠甲(绿),32045,32046,220006.png,2,1,[22018],2000,20,[],1,2
22019,铁制铠甲(蓝),32045,32046,220006.png,3,1,[22019],2750,20,[],1,2
22020,铁制铠甲(紫),32045,32046,220006.png,4,1,[22020],3500,20,[],1,2
22021,皮革外套(白),32047,32048,220017.png,1,1,[22021],1250,20,[],1,2
22022,皮革外套(绿),32047,32048,220017.png,2,1,[22022],2000,20,[],1,2
22023,皮革外套(蓝),32047,32048,220017.png,3,1,[22023],2750,20,[],1,2
22024,皮革外套(紫),32047,32048,220017.png,4,1,[22024],3500,20,[],1,2
22025,神秘法袍(白),32049,32050,220053.png,1,1,[22025],1250,20,[],1,2
22026,神秘法袍(绿),32049,32050,220053.png,2,1,[22026],2000,20,[],1,2
22027,神秘法袍(蓝),32049,32050,220053.png,3,1,[22027],2750,20,[],1,2
22028,神秘法袍(紫),32049,32050,220053.png,4,1,[22028],3500,20,[],1,2
22029,秘银铠甲(白),32089,32090,220009.png,1,1,[22029],3000,35,[],1,2
22030,秘银铠甲(绿),32089,32090,220009.png,2,1,[22030],4750,35,[],1,2
22031,秘银铠甲(蓝),32089,32090,220009.png,3,1,[22031],6500,35,[],1,2
22032,秘银铠甲(紫),32089,32090,220009.png,4,1,[22032],8250,35,[],1,2
22037,追猎外套(白),32093,32094,220026.png,1,1,[22037],3000,35,[],1,2
22038,追猎外套(绿),32093,32094,220026.png,2,1,[22038],4750,35,[],1,2
22039,追猎外套(蓝),32093,32094,220026.png,3,1,[22039],6500,35,[],1,2
22040,追猎外套(紫),32093,32094,220026.png,4,1,[22040],8250,35,[],1,2
22041,夜行披风(白),32095,32096,220050.png,1,1,[22041],3000,35,[],1,2
22042,夜行披风(绿),32095,32096,220050.png,2,1,[22042],4750,35,[],1,2
22043,夜行披风(蓝),32095,32096,220050.png,3,1,[22043],6500,35,[],1,2
22044,夜行披风(紫),32095,32096,220050.png,4,1,[22044],8250,35,[],1,2
22045,导言法袍(白),32097,32098,220054.png,1,1,[22045],3000,35,[],1,2
22046,导言法袍(绿),32097,32098,220054.png,2,1,[22046],4750,35,[],1,2
22047,导言法袍(蓝),32097,32098,220054.png,3,1,[22047],6500,35,[],1,2
22048,导言法袍(紫),32097,32098,220054.png,4,1,[22048],8250,35,[],1,2
22049,戒律软袍(白),32099,32100,220058.png,1,1,[22049],3000,35,[],1,2
22050,戒律软袍(绿),32099,32100,220058.png,2,1,[22050],4750,35,[],1,2
22051,戒律软袍(蓝),32099,32100,220058.png,3,1,[22051],6500,35,[],1,2
22052,戒律软袍(紫),32099,32100,220058.png,4,1,[22052],8250,35,[],1,2
22053,督军铠甲(白),32145,32146,220043.png,1,1,[22053],7000,50,[],1,2
22054,督军铠甲(绿),32145,32146,220043.png,2,1,[22054],11500,50,[],1,2
22055,督军铠甲(蓝),32145,32146,220043.png,3,1,[22055],16000,50,[],1,2
22056,督军铠甲(紫),32145,32146,220043.png,4,1,[22056],20500,50,[],1,2
22061,巡弋外套(白),32149,32150,220022.png,1,1,[22061],7000,50,[],1,2
22062,巡弋外套(绿),32149,32150,220022.png,2,1,[22062],11500,50,[],1,2
22063,巡弋外套(蓝),32149,32150,220022.png,3,1,[22063],16000,50,[],1,2
22064,巡弋外套(紫),32149,32150,220022.png,4,1,[22064],20500,50,[],1,2
22065,夺命披风(白),32151,32152,220051.png,1,1,[22065],7000,50,[],1,2
22066,夺命披风(绿),32151,32152,220051.png,2,1,[22066],11500,50,[],1,2
22067,夺命披风(蓝),32151,32152,220051.png,3,1,[22067],16000,50,[],1,2
22068,夺命披风(紫),32151,32152,220051.png,4,1,[22068],20500,50,[],1,2
22069,神使法袍(白),32153,32154,220055.png,1,1,[22069],7000,50,[],1,2
22070,神使法袍(绿),32153,32154,220055.png,2,1,[22070],11500,50,[],1,2
22071,神使法袍(蓝),32153,32154,220055.png,3,1,[22071],16000,50,[],1,2
22072,神使法袍(紫),32153,32154,220055.png,4,1,[22072],20500,50,[],1,2
22073,守护软袍(白),32155,32156,220059.png,1,1,[22073],7000,50,[],1,2
22074,守护软袍(绿),32155,32156,220059.png,2,1,[22074],11500,50,[],1,2
22075,守护软袍(蓝),32155,32156,220059.png,3,1,[22075],16000,50,[],1,2
22076,守护软袍(紫),32155,32156,220059.png,4,1,[22076],20500,50,[],1,2
22077,英灵铠甲(白),32201,32202,220014.png,1,1,[22077],14500,65,[],1,2
22078,英灵铠甲(绿),32201,32202,220014.png,2,1,[22078],22500,65,[],1,2
22079,英灵铠甲(蓝),32201,32202,220014.png,3,1,[22079],30500,65,[],1,2
22080,英灵铠甲(紫),32201,32202,220014.png,4,1,[22080],38500,65,[],1,2
22085,兽印外套(白),32205,32206,220025.png,1,1,[22085],14500,65,[],1,2
22086,兽印外套(绿),32205,32206,220025.png,2,1,[22086],22500,65,[],1,2
22087,兽印外套(蓝),32205,32206,220025.png,3,1,[22087],30500,65,[],1,2
22088,兽印外套(紫),32205,32206,220025.png,4,1,[22088],38500,65,[],1,2
22089,弑杀披风(白),32207,32208,220052.png,1,1,[22089],14500,65,[],1,2
22090,弑杀披风(绿),32207,32208,220052.png,2,1,[22090],22500,65,[],1,2
22091,弑杀披风(蓝),32207,32208,220052.png,3,1,[22091],30500,65,[],1,2
22092,弑杀披风(紫),32207,32208,220052.png,4,1,[22092],38500,65,[],1,2
22093,湮灭法袍(白),32209,32210,220056.png,1,1,[22093],14500,65,[],1,2
22094,湮灭法袍(绿),32209,32210,220056.png,2,1,[22094],22500,65,[],1,2
22095,湮灭法袍(蓝),32209,32210,220056.png,3,1,[22095],30500,65,[],1,2
22096,湮灭法袍(紫),32209,32210,220056.png,4,1,[22096],38500,65,[],1,2
22097,救赎软袍(白),32211,32212,220060.png,1,1,[22097],14500,65,[],1,2
22098,救赎软袍(绿),32211,32212,220060.png,2,1,[22098],22500,65,[],1,2
22099,救赎软袍(蓝),32211,32212,220060.png,3,1,[22099],30500,65,[],1,2
22100,救赎软袍(紫),32211,32212,220060.png,4,1,[22100],38500,65,[],1,2
22101,皮革战衣(白）,32269,32270,220069.png,1,1,[22101],1250,20,[],1,2
22102,皮革战衣(绿）,32269,32270,220069.png,2,1,[22102],2000,20,[],1,2
22103,皮革战衣(蓝),32269,32270,220069.png,3,1,[22103],2750,20,[],1,2
22104,皮革战衣(紫),32269,32270,220069.png,4,1,[22104],3500,20,[],1,2
22105,厚重铠甲(白）,32271,32272,220070.png,1,1,[22105],3000,35,[],1,2
22106,厚重铠甲(绿）,32271,32272,220070.png,2,1,[22106],4750,35,[],1,2
22107,厚重铠甲(蓝),32271,32272,220070.png,3,1,[22107],6500,35,[],1,2
22108,厚重铠甲(紫),32271,32272,220070.png,4,1,[22108],8250,35,[],1,2
22109,圣堂铠甲(白）,32273,32274,220071.png,1,1,[22109],7000,50,[],1,2
22110,圣堂铠甲(绿）,32273,32274,220071.png,2,1,[22110],11500,50,[],1,2
22111,圣堂铠甲(蓝),32273,32274,220071.png,3,1,[22111],16000,50,[],1,2
22112,圣堂铠甲(紫),32273,32274,220071.png,4,1,[22112],20500,50,[],1,2
22113,65守卫盔甲(白）,32275,32276,220071.png,1,1,[22113],14500,50,[],1,2
22114,65守卫盔甲(绿）,32275,32276,220071.png,2,1,[22114],22500,50,[],1,2
22115,65守卫盔甲(蓝),32275,32276,220071.png,3,1,[22115],30500,50,[],1,2
22116,65守卫盔甲(紫),32275,32276,220071.png,4,1,[22116],38500,50,[],1,2
22501,角斗之铠(金),32203,32204,220012.png,5,1,[22501],10000,1,[],1,2
22509,简易披风(金),32025,32026,220029.png,5,1,[22509],4500,20,[],1,2
22513,针织灰袍(金),32027,32028,220057.png,5,1,[22513],4500,20,[],1,2
22517,铁制铠甲(金),32045,32046,220006.png,5,1,[22517],4500,20,[],1,2
22521,皮革外套(金),32047,32048,220017.png,5,1,[22521],4500,20,[],1,2
22525,神秘法袍(金),32049,32050,220053.png,5,1,[22525],4500,20,[],1,2
22529,秘银铠甲(金),32089,32090,220009.png,5,1,[22529],11000,35,[],1,2
22537,追猎外套(金),32093,32094,220026.png,5,1,[22537],11000,35,[],1,2
22541,夜行披风(金),32095,32096,220050.png,5,1,[22541],11000,35,[],1,2
22545,导言法袍(金),32097,32098,220054.png,5,1,[22545],11000,35,[],1,2
22549,戒律软袍(金),32099,32100,220058.png,5,1,[22549],11000,35,[],1,2
22553,督军铠甲(金),32145,32146,220043.png,5,1,[22553],30000,50,[],1,2
22561,巡弋外套(金),32149,32150,220022.png,5,1,[22561],30000,50,[],1,2
22565,夺命披风(金),32151,32152,220051.png,5,1,[22565],30000,50,[],1,2
22569,神使法袍(金),32153,32154,220055.png,5,1,[22569],30000,50,[],1,2
22573,守护软袍(金),32155,32156,220059.png,5,1,[22573],30000,50,[],1,2
22577,英灵铠甲(金),32201,32202,220014.png,5,1,[22577],50000,65,[],1,2
22585,兽印外套(金),32205,32206,220025.png,5,1,[22585],50000,65,[],1,2
22589,弑杀披风(金),32207,32208,220052.png,5,1,[22589],50000,65,[],1,2
22593,湮灭法袍(金),32209,32210,220056.png,5,1,[22593],50000,65,[],1,2
22597,救赎软袍(金),32211,32212,220060.png,5,1,[22597],50000,65,[],1,2
22601,皮革战衣(金),32269,32270,220069.png,5,1,[22601],4500,20,[],1,2
22605,厚重铠甲(金),32271,32272,220070.png,5,1,[22605],11000,35,[],1,2
22609,圣堂铠甲(金),32273,32274,220071.png,5,1,[22609],30000,50,[],1,2
22613,65守卫盔甲(金),32275,32276,220071.png,5,1,[22613],50000,50,[],1,2
22901,1级勇士套装衣（橙）,32289,32290,220072.png,6,1,[22901],20000,1,[],1,2
23001,皮靴(白),32013,32014,230001.png,1,1,[23001],300,1,[55+1],1,2
23002,皮靴(绿),32013,32014,230001.png,2,1,[23002],500,1,[55+1],1,2
23009,轻便筒靴(白),32029,32030,230003.png,1,1,[23009],1250,20,[],1,2
23010,轻便筒靴(绿),32029,32030,230003.png,2,1,[23010],2000,20,[],1,2
23011,轻便筒靴(蓝),32029,32030,230003.png,3,1,[23011],2750,20,[],1,2
23012,轻便筒靴(紫),32029,32030,230003.png,4,1,[23012],3500,20,[],1,2
23013,丛林软靴(白),32031,32032,230030.png,1,1,[23013],1250,20,[],1,2
23014,丛林软靴(绿),32031,32032,230030.png,2,1,[23014],2000,20,[],1,2
23015,丛林软靴(蓝),32031,32032,230030.png,3,1,[23015],2750,20,[],1,2
23016,丛林软靴(紫),32031,32032,230030.png,4,1,[23016],3500,20,[],1,2
23017,无畏战靴(白),32051,32052,230009.png,1,1,[23017],1250,20,[],1,2
23018,无畏战靴(绿),32051,32052,230009.png,2,1,[23018],2000,20,[],1,2
23019,无畏战靴(蓝),32051,32052,230009.png,3,1,[23019],2750,20,[],1,2
23020,无畏战靴(紫),32051,32052,230009.png,4,1,[23020],3500,20,[],1,2
23021,疾走胫甲(白),32053,32054,230017.png,1,1,[23021],1250,20,[],1,2
23022,疾走胫甲(绿),32053,32054,230017.png,2,1,[23022],2000,20,[],1,2
23023,疾走胫甲(蓝),32053,32054,230017.png,3,1,[23023],2750,20,[],1,2
23024,疾走胫甲(紫),32053,32054,230017.png,4,1,[23024],3500,20,[],1,2
23025,奥术法靴(白),32055,32056,230033.png,1,1,[23025],1250,20,[],1,2
23026,奥术法靴(绿),32055,32056,230033.png,2,1,[23026],2000,20,[],1,2
23027,奥术法靴(蓝),32055,32056,230033.png,3,1,[23027],2750,20,[],1,2
23028,奥术法靴(紫),32055,32056,230033.png,4,1,[23028],3500,20,[],1,2
23029,骑士战靴(白),32101,32102,230006.png,1,1,[23029],3000,35,[],1,2
23030,骑士战靴(绿),32101,32102,230006.png,2,1,[23030],4750,35,[],1,2
23031,骑士战靴(蓝),32101,32102,230006.png,3,1,[23031],6500,35,[],1,2
23032,骑士战靴(紫),32101,32102,230006.png,4,1,[23032],8250,35,[],1,2
23037,迅捷胫甲(白),32105,32106,230020.png,1,1,[23037],3000,35,[],1,2
23038,迅捷胫甲(绿),32105,32106,230020.png,2,1,[23038],4750,35,[],1,2
23039,迅捷胫甲(蓝),32105,32106,230020.png,3,1,[23039],6500,35,[],1,2
23040,迅捷胫甲(紫),32105,32106,230020.png,4,1,[23040],8250,35,[],1,2
23041,紫金筒靴(白),32107,32108,230023.png,1,1,[23041],3000,35,[],1,2
23042,紫金筒靴(绿),32107,32108,230023.png,2,1,[23042],4750,35,[],1,2
23043,紫金筒靴(蓝),32107,32108,230023.png,3,1,[23043],6500,35,[],1,2
23044,紫金筒靴(紫),32107,32108,230023.png,4,1,[23044],8250,35,[],1,2
23045,启示法靴(白),32109,32110,230052.png,1,1,[23045],3000,35,[],1,2
23046,启示法靴(绿),32109,32110,230052.png,2,1,[23046],4750,35,[],1,2
23047,启示法靴(蓝),32109,32110,230052.png,3,1,[23047],6500,35,[],1,2
23048,启示法靴(紫),32109,32110,230052.png,4,1,[23048],8250,35,[],1,2
23049,烈日软靴(白),32111,32112,230039.png,1,1,[23049],3000,35,[],1,2
23050,烈日软靴(绿),32111,32112,230039.png,2,1,[23050],4750,35,[],1,2
23051,烈日软靴(蓝),32111,32112,230039.png,3,1,[23051],6500,35,[],1,2
23052,烈日软靴(紫),32111,32112,230039.png,4,1,[23052],8250,35,[],1,2
23053,誓言战靴(白),32157,32158,230050.png,1,1,[23053],7000,50,[],1,2
23054,誓言战靴(绿),32157,32158,230050.png,2,1,[23054],11500,50,[],1,2
23055,誓言战靴(蓝),32157,32158,230050.png,3,1,[23055],16000,50,[],1,2
23056,誓言战靴(紫),32157,32158,230050.png,4,1,[23056],20500,50,[],1,2
23061,专注胫甲(白),32161,32162,230022.png,1,1,[23061],7000,50,[],1,2
23062,专注胫甲(绿),32161,32162,230022.png,2,1,[23062],11500,50,[],1,2
23063,专注胫甲(蓝),32161,32162,230022.png,3,1,[23063],16000,50,[],1,2
23064,专注胫甲(紫),32161,32162,230022.png,4,1,[23064],20500,50,[],1,2
23065,夜行筒靴(白),32163,32164,230051.png,1,1,[23065],7000,50,[],1,2
23066,夜行筒靴(绿),32163,32164,230051.png,2,1,[23066],11500,50,[],1,2
23067,夜行筒靴(蓝),32163,32164,230051.png,3,1,[23067],16000,50,[],1,2
23068,夜行筒靴(紫),32163,32164,230051.png,4,1,[23068],20500,50,[],1,2
23069,缚魔法靴(白),32165,32166,230053.png,1,1,[23069],7000,50,[],1,2
23070,缚魔法靴(绿),32165,32166,230053.png,2,1,[23070],11500,50,[],1,2
23071,缚魔法靴(蓝),32165,32166,230053.png,3,1,[23071],16000,50,[],1,2
23072,缚魔法靴(紫),32165,32166,230053.png,4,1,[23072],20500,50,[],1,2
23073,净化软靴(白),32167,32168,230042.png,1,1,[23073],7000,50,[],1,2
23074,净化软靴(绿),32167,32168,230042.png,2,1,[23074],11500,50,[],1,2
23075,净化软靴(蓝),32167,32168,230042.png,3,1,[23075],16000,50,[],1,2
23076,净化软靴(紫),32167,32168,230042.png,4,1,[23076],20500,50,[],1,2
23077,英灵战靴(白),32213,32214,230014.png,1,1,[23077],14500,65,[],1,2
23078,英灵战靴(绿),32213,32214,230014.png,2,1,[23078],22500,65,[],1,2
23079,英灵战靴(蓝),32213,32214,230014.png,3,1,[23079],30500,65,[],1,2
23080,英灵战靴(紫),32213,32214,230014.png,4,1,[23080],38500,65,[],1,2
23085,狂野胫甲(白),32217,32218,230025.png,1,1,[23085],14500,65,[],1,2
23086,狂野胫甲(绿),32217,32218,230025.png,2,1,[23086],22500,65,[],1,2
23087,狂野胫甲(蓝),32217,32218,230025.png,3,1,[23087],30500,65,[],1,2
23088,狂野胫甲(紫),32217,32218,230025.png,4,1,[23088],38500,65,[],1,2
23089,精钢筒靴(白),32219,32220,230026.png,1,1,[23089],14500,65,[],1,2
23090,精钢筒靴(绿),32219,32220,230026.png,2,1,[23090],22500,65,[],1,2
23091,精钢筒靴(蓝),32219,32220,230026.png,3,1,[23091],30500,65,[],1,2
23092,精钢筒靴(紫),32219,32220,230026.png,4,1,[23092],38500,65,[],1,2
23093,紫荆法靴(白),32221,32222,230043.png,1,1,[23093],14500,65,[],1,2
23094,紫荆法靴(绿),32221,32222,230043.png,2,1,[23094],22500,65,[],1,2
23095,紫荆法靴(蓝),32221,32222,230043.png,3,1,[23095],30500,65,[],1,2
23096,紫荆法靴(紫),32221,32222,230043.png,4,1,[23096],38500,65,[],1,2
23097,神使软靴(白),32223,32224,230041.png,1,1,[23097],14500,65,[],1,2
23098,神使软靴(绿),32223,32224,230041.png,2,1,[23098],22500,65,[],1,2
23099,神使软靴(蓝),32223,32224,230041.png,3,1,[23099],30500,65,[],1,2
23100,神使软靴(紫),32223,32224,230041.png,4,1,[23100],38500,65,[],1,2
23101,皮革护靴(白）,32277,32278,230062.png,1,1,[23101],1250,20,[],1,2
23102,皮革护靴(绿）,32277,32278,230062.png,2,1,[23102],2000,20,[],1,2
23103,皮革护靴(蓝),32277,32278,230062.png,3,1,[23103],2750,20,[],1,2
23104,皮革护靴(紫),32277,32278,230062.png,4,1,[23104],3500,20,[],1,2
23105,行军护靴(白）,32279,32280,230063.png,1,1,[23105],3000,35,[],1,2
23106,行军护靴(绿）,32279,32280,230063.png,2,1,[23106],4750,35,[],1,2
23107,行军护靴(蓝),32279,32280,230063.png,3,1,[23107],6500,35,[],1,2
23108,行军护靴(紫),32279,32280,230063.png,4,1,[23108],8250,35,[],1,2
23109,圣堂护靴(白）,32281,32282,230064.png,1,1,[23109],7000,50,[],1,2
23110,圣堂护靴(绿）,32281,32282,230064.png,2,1,[23110],11500,50,[],1,2
23111,圣堂护靴(蓝),32281,32282,230064.png,3,1,[23111],16000,50,[],1,2
23112,圣堂护靴(紫),32281,32282,230064.png,4,1,[23112],20500,50,[],1,2
23113,65守卫鞋子(白）,32283,32284,230064.png,1,1,[23113],14500,50,[],1,2
23114,65守卫鞋子(绿）,32283,32284,230064.png,2,1,[23114],22500,50,[],1,2
23115,65守卫鞋子(蓝),32283,32284,230064.png,3,1,[23115],30500,50,[],1,2
23116,65守卫鞋子(紫),32283,32284,230064.png,4,1,[23116],38500,50,[],1,2
23501,角斗之靴(金),32215,32216,230012.png,5,1,[23501],10000,1,[],1,2
23509,轻便筒靴(金),32029,32030,230003.png,5,1,[23509],4500,20,[],1,2
23513,丛林软靴(金),32031,32032,230030.png,5,1,[23513],4500,20,[],1,2
23517,无畏战靴(金),32051,32052,230009.png,5,1,[23517],4500,20,[],1,2
23521,疾走胫甲(金),32053,32054,230017.png,5,1,[23521],4500,20,[],1,2
23525,奥术法靴(金),32055,32056,230033.png,5,1,[23525],4500,20,[],1,2
23529,骑士战靴(金),32101,32102,230006.png,5,1,[23529],11000,35,[],1,2
23537,迅捷胫甲(金),32105,32106,230020.png,5,1,[23537],11000,35,[],1,2
23541,紫金筒靴(金),32107,32108,230023.png,5,1,[23541],11000,35,[],1,2
23545,启示法靴(金),32109,32110,230052.png,5,1,[23545],11000,35,[],1,2
23549,烈日软靴(金),32111,32112,230039.png,5,1,[23549],11000,35,[],1,2
23553,誓言战靴(金),32157,32158,230050.png,5,1,[23553],30000,50,[],1,2
23561,专注胫甲(金),32161,32162,230022.png,5,1,[23561],30000,50,[],1,2
23565,夜行筒靴(金),32163,32164,230051.png,5,1,[23565],30000,50,[],1,2
23569,缚魔法靴(金),32165,32166,230053.png,5,1,[23569],30000,50,[],1,2
23573,净化软靴(金),32167,32168,230042.png,5,1,[23573],30000,50,[],1,2
23577,英灵战靴(金),32213,32214,230014.png,5,1,[23577],50000,65,[],1,2
23585,狂野胫甲(金),32217,32218,230025.png,5,1,[23585],50000,65,[],1,2
23589,精钢筒靴(金),32219,32220,230026.png,5,1,[23589],50000,65,[],1,2
23593,紫荆法靴(金),32221,32222,230043.png,5,1,[23593],50000,65,[],1,2
23597,神使软靴(金),32223,32224,230041.png,5,1,[23597],50000,65,[],1,2
23601,皮革护靴(金),32277,32278,230062.png,5,1,[23601],4500,20,[],1,2
23605,行军护靴(金),32279,32280,230063.png,5,1,[23605],11000,35,[],1,2
23609,圣堂护靴(金),32281,32282,230064.png,5,1,[23609],30000,50,[],1,2
23613,65守卫鞋子(金),32283,32284,230064.png,5,1,[23613],50000,50,[],1,2
23901,1级勇士套装鞋（橙）,32291,32292,230065.png,6,1,[23901],20000,1,[],1,2
24017,黄晶石之戒(白),32057,32058,240007.png,1,1,[24017],625,20,[55+3],1,2
24018,黄晶石之戒(绿),32057,32058,240007.png,2,1,[24018],1000,20,[55+3],1,2
24019,黄晶石之戒(蓝),32057,32058,240007.png,3,1,[24019],1375,20,[55+3],1,2
24020,黄晶石之戒(紫),32057,32058,240007.png,4,1,[24020],1750,20,[55+3],1,2
24021,黄晶石指环(白),32059,32060,240004.png,1,1,[24021],625,20,[55+3],1,2
24022,黄晶石指环(绿),32059,32060,240004.png,2,1,[24022],1000,20,[55+3],1,2
24023,黄晶石指环(蓝),32059,32060,240004.png,3,1,[24023],1375,20,[55+3],1,2
24024,黄晶石指环(紫),32059,32060,240004.png,4,1,[24024],1750,20,[55+3],1,2
24029,月光石之戒(白),32113,32114,240028.png,1,1,[24029],1500,35,[55+3],1,2
24030,月光石之戒(绿),32113,32114,240028.png,2,1,[24030],2375,35,[55+3],1,2
24031,月光石之戒(蓝),32113,32114,240028.png,3,1,[24031],3250,35,[55+3],1,2
24032,月光石之戒(紫),32113,32114,240028.png,4,1,[24032],4125,35,[55+3],1,2
24033,珍珠指环(白),32115,32116,240025.png,1,1,[24033],1500,35,[55+3],1,2
24034,珍珠指环(绿),32115,32116,240025.png,2,1,[24034],2375,35,[55+3],1,2
24035,珍珠指环(蓝),32115,32116,240025.png,3,1,[24035],3250,35,[55+3],1,2
24036,珍珠指环(紫),32115,32116,240025.png,4,1,[24036],4125,35,[55+3],1,2
24053,紫荆之戒(白),32169,32170,240059.png,1,1,[24053],3500,50,[55+3],1,2
24054,紫荆之戒(绿),32169,32170,240059.png,2,1,[24054],5750,50,[55+3],1,2
24055,紫荆之戒(蓝),32169,32170,240059.png,3,1,[24055],8000,50,[55+3],1,2
24056,紫荆之戒(紫),32169,32170,240059.png,4,1,[24056],10250,50,[55+3],1,2
24057,紫罗兰指环(白),32171,32172,240058.png,1,1,[24057],3500,50,[55+3],1,2
24058,紫罗兰指环(绿),32171,32172,240058.png,2,1,[24058],5750,50,[55+3],1,2
24059,紫罗兰指环(蓝),32171,32172,240058.png,3,1,[24059],8000,50,[55+3],1,2
24060,紫罗兰指环(紫),32171,32172,240058.png,4,1,[24060],10250,50,[55+3],1,2
24077,龙晶石之戒(白),32225,32226,240064.png,1,1,[24077],7250,65,[55+3],1,2
24078,龙晶石之戒(绿),32225,32226,240064.png,2,1,[24078],11250,65,[55+3],1,2
24079,龙晶石之戒(蓝),32225,32226,240064.png,3,1,[24079],15250,65,[55+3],1,2
24080,龙晶石之戒(紫),32225,32226,240064.png,4,1,[24080],19250,65,[55+3],1,2
24081,龙血指环(白),32227,32228,240063.png,1,1,[24081],7250,65,[55+3],1,2
24082,龙血指环(绿),32227,32228,240063.png,2,1,[24082],11250,65,[55+3],1,2
24083,龙血指环(蓝),32227,32228,240063.png,3,1,[24083],15250,65,[55+3],1,2
24084,龙血指环(紫),32227,32228,240063.png,4,1,[24084],19250,65,[55+3],1,2
24501,冠军之戒,32247,32248,240503.png,5,1,[24501],30000,1,[],1,2
24502,斗士之戒,32249,32250,240504.png,4,1,[24502],20000,1,[],1,2
24503,挑战者指环,32251,32252,240016.png,3,1,[24503],10000,1,[],1,2
24517,黄晶石之戒(金),32057,32058,240007.png,5,1,[24517],2250,20,[],1,2
24521,黄晶石指环(金),32059,32060,240004.png,5,1,[24521],2250,20,[],1,2
24529,月光石之戒(金),32113,32114,240028.png,5,1,[24529],5000,35,[],1,2
24533,珍珠指环(金),32115,32116,240025.png,5,1,[24533],5000,35,[],1,2
24553,紫荆之戒(金),32169,32170,240059.png,5,1,[24553],15000,50,[],1,2
24557,紫罗兰指环(金),32171,32172,240058.png,5,1,[24557],15000,50,[],1,2
24577,龙晶石之戒(金),32225,32226,240064.png,5,1,[24577],25000,65,[],1,2
24581,龙血指环(金),32227,32228,240063.png,5,1,[24581],25000,65,[],1,2
25017,祖母绿吊坠(白),32061,32062,250002.png,1,1,[25017],625,20,[55+3],1,2
25018,祖母绿吊坠(绿),32061,32062,250002.png,2,1,[25018],1000,20,[55+3],1,2
25019,祖母绿吊坠(蓝),32061,32062,250002.png,3,1,[25019],1375,20,[55+3],1,2
25020,祖母绿吊坠(紫),32061,32062,250002.png,4,1,[25020],1750,20,[55+3],1,2
25021,祖母绿项链(白),32063,32064,250001.png,1,1,[25021],625,20,[55+3],1,2
25022,祖母绿项链(绿),32063,32064,250001.png,2,1,[25022],1000,20,[55+3],1,2
25023,祖母绿项链(蓝),32063,32064,250001.png,3,1,[25023],1375,20,[55+3],1,2
25024,祖母绿项链(紫),32063,32064,250001.png,4,1,[25024],1750,20,[55+3],1,2
25029,翡翠吊坠(白),32117,32118,250004.png,1,1,[25029],1500,35,[55+3],1,2
25030,翡翠吊坠(绿),32117,32118,250004.png,2,1,[25030],2375,35,[55+3],1,2
25031,翡翠吊坠(蓝),32117,32118,250004.png,3,1,[25031],3250,35,[55+3],1,2
25032,翡翠吊坠(紫),32117,32118,250004.png,4,1,[25032],4125,35,[55+3],1,2
25033,翡翠项链(白),32119,32120,250003.png,1,1,[25033],1500,35,[55+3],1,2
25034,翡翠项链(绿),32119,32120,250003.png,2,1,[25034],2375,35,[55+3],1,2
25035,翡翠项链(蓝),32119,32120,250003.png,3,1,[25035],3250,35,[55+3],1,2
25036,翡翠项链(紫),32119,32120,250003.png,4,1,[25036],4125,35,[55+3],1,2
25053,冰蓝吊坠(白),32173,32174,250008.png,5,1,[25053],3500,50,[55+3],1,2
25054,冰蓝吊坠(绿),32173,32174,250008.png,2,1,[25054],5750,50,[55+3],1,2
25055,冰蓝吊坠(蓝),32173,32174,250008.png,3,1,[25055],8000,50,[55+3],1,2
25056,冰蓝吊坠(紫),32173,32174,250008.png,4,1,[25056],10250,50,[55+3],1,2
25057,海洋之心(白),32175,32176,250007.png,1,1,[25057],3500,50,[55+3],1,2
25058,海洋之心(绿),32175,32176,250007.png,2,1,[25058],5750,50,[55+3],1,2
25059,海洋之心(蓝),32175,32176,250007.png,3,1,[25059],8000,50,[55+3],1,2
25060,海洋之心(紫),32175,32176,250007.png,4,1,[25060],10250,50,[55+3],1,2
25077,龙牙吊坠(白),32229,32230,250009.png,1,1,[25077],7250,65,[55+3],1,2
25078,龙牙吊坠(绿),32229,32230,250009.png,2,1,[25078],11250,65,[55+3],1,2
25079,龙牙吊坠(蓝),32229,32230,250009.png,3,1,[25079],15250,65,[55+3],1,2
25080,龙牙吊坠(紫),32229,32230,250009.png,4,1,[25080],19250,65,[55+3],1,2
25081,龙晶石项链(白),32231,32232,250012.png,1,1,[25081],7250,65,[55+3],1,2
25082,龙晶石项链(绿),32231,32232,250012.png,2,1,[25082],11250,65,[55+3],1,2
25083,龙晶石项链(蓝),32231,32232,250012.png,3,1,[25083],15250,65,[55+3],1,2
25084,龙晶石项链(紫),32231,32232,250012.png,4,1,[25084],19250,65,[55+3],1,2
25517,祖母绿吊坠(金),32061,32062,250002.png,5,1,[25517],2250,20,[],1,2
