角色ID,角色星级（除了士兵以外，其他角色为0）,ResID,BankID
109900,0,[413+439+40701+40703+40704+40705+40709+431+410102+447],[music/40700.bank]
110000,0,[413+439+40702+40703+40704+40705+40709+431+410102+447],[music/40700.bank]
110100,0,[1411+40402+435+436+40407+40408+451+411+449+40102+40103+434+40002+40003+40004+40302+40305+40001+413+40502+40503+40504+40506+40507+439+40510+40516+423+40602+40603+419+40802+40803+440+422],[music/40400.bank+music/40100.bank+music/40300.bank+music/40500.bank+music/40600.bank+music/40800.bank]
110200,0,[1411+40402+435+436+40407+40408+451+411+449+40102+40103+434+40002+40003+40004+40302+40305+40001+413+40502+40503+40504+40506+40507+439+40510+40516+423+40602+40603+419+40802+40803+440+422],[music/40400.bank+music/40100.bank+music/40300.bank+music/40500.bank+music/40600.bank+music/40800.bank]
110300,0,,
110500,0,[417+450+11000+11003+11004+11005+11006+11008+321000+321001+410+10201+10203+10204+10205+424+425+30101+30103+30104+431],[music/11000.bank]
110600,0,[417+450+11002+11003+11004+11005+11006+11008+321000+321001+10300+10303+10304+10305+30500+30503+30504+30505+30507+30508],[music/11000.bank]
110700,0,[450+1600+1601+1602+1603+1604+1605+1606+1607+1608+411+412+321000+321001+409+20500+20503+20504+20505+10600+10603+10604],[music/1600.bank]
110800,0,[447+10900+10903+10904+10905+10906+429+10909+321100+321101],[music/10900.bank+music/321100.bank]
110900,0,[447+11008+10902+10903+10904+10905+10906+429+10909+321100+321101],[music/10900.bank+music/321100.bank]
111000,0,[447+405+410+10202+10203+10204+10205+424+425+321100+321101],[music/10200.bank+music/321100.bank]
111100,0,[447+403+404+417+10501+10503+10505+427+10507+10508+321100+321101],[music/10500.bank+music/321100.bank]
111200,0,[447+403+404+417+10502+10503+10505+427+10507+10508+321100+321101],[music/10500.bank+music/321100.bank]
111300,0,[447+417+11002+11003+11004+11005+11006+11008+411+12000+12003+321100+321101],[music/11000.bank+music/321100.bank]
111400,0,[401+410+100700+100701+431],
111500,0,[401+410+100900+100901+1102+1103+1104+1105+1106+1107+1108+30400+30401+30402+30403+409+20000+20002+20004+20005+20007+20008+20009+20011+431+449+1305],[music/1100.bank+music/20000.bank+music/30400.bank]
111600,0,[401+410+429+100900+100901+1102+1103+1104+1105+1106+1107+1108+30400+30401+30402+30403+409+20000+20002+20004+20005+20007+20008+20009+20011+450100+450101+431+449+1305],[music/1100.bank+music/20000.bank+music/30400.bank]
111700,0,[40000+40001+40002+40003+40004+40201+40204+40402+435+436+40407+40408+450100+450101+429],[music/40000.bank+music/40200.bank+music/40400.bank]
111800,0,[446+101100+101101+40000+40001+40002+40003+40004+40201+40204+40205+40402+435+436+40407+439+40408+413+40702+40703+40704+40705+108600+108601+100051+100052+100053+100054+100055+100056+100057+21400+21401+21402+21700+21800+21900+445],[music/108600.bank+music/102500.bank+music/101100.bank+music/40000.bank+music/40200.bank+music/40400.bank+music/40700.bank]
111900,0,[446+101100+101101+40000+40001+40002+40003+40004+40201+40204+40205+40402+435+436+40407+439+40408+413+40702+40703+40704+40705+108600+108601+100051+100052+100053+100054+100055+100056+100057+21400+21401+21402+21700+21800+21900+445],[music/108600.bank+music/102500.bank+music/101100.bank+music/40000.bank+music/40200.bank+music/40400.bank+music/40700.bank]
112100,0,[423+405+409+20002+20004+20005+20007+20008+20009+431+409800],[music/20000.bank]
112200,0,[40301+60101+60102+60103+60104+60105+40000+40001+40002+40003+40004+40200+40201+40204+40402+435+436+40407+40408+40800+40803+440+413+40600+40603+419+40100+40102+40103+434+40003+40302+40305+413+40500+40503+40504+40506+439+40510],[music/60100.bank+music/40300.bank+music/40000.bank+music/40400.bank+music/40800.bank+music/40600.bank+music/40200.bank+music/40500.bank]
112300,0,[100200+100201+100202+100203+100204+445+419+40003+40302+40305+40301+40000+40002+40001+40003+40004+40200+40201+40204+40402+435+436+40407+40408+40800+40803+440+413+40600+40603+419+40100+40103+434+40003+40302+40305+413+40500+40503+40504+40506+439+40510+439+40700+40703+40704+40705+40102],[music/100200.bank+music/40300.bank+music/40000.bank+music/40400.bank+music/40800.bank+music/40600.bank+music/40200.bank+music/40500.bank+music/40700.bank]
112400,0,[423+401+100800+100801+40102+40103+40104+434+410100+410101+428+410102+410103+410200+411],
112500,0,[423+401+100800+100801+40102+40103+40104+434+410100+410101+428+410102+410103+410200+321101+411],
112600,0,[423+401+100800+100801+40102+40103+40104+434+410100+410101+100056+443+428+410102+410103+410200+321101+411],
112700,0,[417+1003+1004+1005+1006+10702+10703+10704+10705+10706+10707+10708+428+10710+412700+412701+412702+412703],[music/10700.bank]
112800,0,[1107+30400+30401+30402+30403+412800+412801+412802+412803],[music/30400.bank]
112900,0,[100600+412900+412901+412902+412903],
113000,0,[446+101100+101101+101102+1602+1606+1407+1408+1409+1005+1006+1102+1103+413+439+40702+40703+40704+40705+40709+449],[music/101100.bank+music/40700.bank+music/1600.bank+music/1000.bank+music/1100.bank+music/1400.bank+music/1300.bank]
113100,0,[446+101100+101101+101102+1607+1606+1602+1601+448+1303+432+411+412],[music/101100.bank+music/1600.bank+music/1500.bank+music/1300.bank]
113200,0,[446+101100+101102+101101+101103+101104+101105+1502+424+1603+1605+1607+1107+1106+406],[music/101100.bank+music/1600.bank+music/1500.bank+music/1200.bank+music/1100.bank]
113300,0,[416+100300+100301+100302+100303+100304+40100+40102+40103+434],[music/100300.bank+music/40100.bank]
113400,0,[416+100300+100301+100302+100303+100304+40002+40003+40004+1406],[music/100300.bank+music/40000.bank]
113500,0,[101000+101001+101002+101003+416+100300+100301+100302+100303+100304+40002+40003+40004+1406],[music/100300.bank+music/40000.bank]
130100,0,[416+414+100002+100100],[music/100100.bank]
130200,0,[416+100001+100002+443+444+100005],[music/100000.bank]
130300,0,[416+100300+100301+100302+100303+100304],[music/100300.bank]
130400,0,[416+100200+100201+100202+100203+100204+445],[music/100200.bank]
130500,0,[416+30902+30900+30903],[music/30900.bank]
130600,0,[416+10202+10203+10204+10205+424+425],[music/10200.bank]
130700,0,[416+1305],[music/301304.bank]
140000,0,[450+30302+30303+30304+30306+30307+30308+30311],
140100,0,[1400+1401+1402+1403+1405+1406+1407+1408+1409+1410+1411+1412],[music/1400.bank]
140200,0,[100001+100002+443+444+100005+100006+100007],[music/100000.bank]
140300,0,[1500+1502+1503+1504+1506+1507+1508+404+424],[music/1500.bank]
140400,0,[1600+1601+1602+1603+1604+1605+1606+1607+1608+411+412],[music/1600.bank]
140500,0,[432+448+449+1300+1301+1302+1303+1304+1305+1306+30911+426+428+30400+30401+30402+30403+30900+30902+30903+30907+30908+30909+30910+30911+30912+10605+450+30302+30303+30304+30306+30307+30308+30311],[music/1300.bank+music/30000.bank+music/30400.bank+music/30900.bank+music/301304.bank]
140600,0,[1201+1202+1203+1204+1205+1206+1207+406],[music/1200.bank+music/301200.bank]
140700,0,[1000+1001+1002+1003+1004+1005+1006+1007],[music/1000.bank]
140800,0,[1101+1102+1103+1104+1105+1106+1107+1108],[music/1100.bank]
140900,0,[100600+412900+412901+412902+412903],
141000,0,[100400+100401+100402+402+21200+445],[music/100400.bank+music/21200.bank]
141100,0,[447+110400+110401+446],
141200,0,[446+101100+101101+40000+40001+40002+40003+40004+40201+40204+40205+40402+435+436+40407+439+40408+413+40702+40703+40704+40705+108600+108601+100051+100052+100053+100054+100055+100056+100057+21400+21401+21402+21700+21800+21900+445],[music/108600.bank+music/102500.bank+music/101100.bank+music/40000.bank+music/40200.bank+music/40400.bank+music/40700.bank]
141300,0,[101000+101001+101002+101003+416+100300+100301+100302+100303+100304+40002+40003+40004+1406],[music/100300.bank+music/40000.bank]
141400,0,[432+448+449+1300+1301+1302+1303+1304+1305+1306+30911+426+428+30400+30401+30402+30403+30900+30902+30903+30907+30908+30909+30910+30911+30912+10605+450+30302+30303+30304+30306+30307+30308+30311],[music/1300.bank+music/30000.bank+music/30400.bank+music/30900.bank+music/301304.bank]
141500,0,[1600+1601+1602+1603+1604+1605+1606+1607+1608+411+412],[music/1600.bank]
141600,0,[1201+1202+1203+1204+1205+1206+1207+406],[music/1200.bank+music/301200.bank]
141700,0,[1101+1102+1103+1104+1105+1106+1107+1108],[music/1100.bank]
141800,0,[1000+1001+1002+1003+1004+1005+1006+1007],[music/1000.bank]
141900,0,[1500+1502+1503+1504+1506+1507+1508+404+424],[music/1500.bank]
142100,0,[416+414+100002+100100],[music/100100.bank]
142200,0,[416+100001+100002+443+444+100005],[music/100000.bank]
142300,0,[416+100300+100301+100302+100303+100304],[music/100300.bank]
142400,0,[416+100200+100201+100202+100203+100204+445],[music/100200.bank]
142500,0,[416+30902+30900+30903],[music/30900.bank]
142600,0,[416+10202+10203+10204+10205+424+425],[music/10200.bank]
142700,0,[416+1305],[music/301304.bank]
143100,0,[1500+1502+1503+1504+1505+1506+1507+1508+1509+404+424],[music/1500.bank]
143200,0,[432+448+449+1300+1301+1302+1303+1304+1305+1306],[music/1300.bank]
143300,0,[1201+1202+1203+1204+1205+1206+1207+406],[music/1200.bank]
143400,0,[1000+1001+1002+1003+1004+1005+1006+1007],[music/1000.bank]
143500,0,[1400+1401+1402+1403+1405+1406+1407+1408+1409+1410+1411+1412],[music/1400.bank]
143600,0,[1600+1601+1602+1603+1604+1605+1606+1607+1608+411+412],[music/1600.bank]
150000,0,,
150100,0,,
150200,0,,
150300,0,,
150400,0,,
160000,0,,
160100,0,,
160200,0,,
161000,0,[20900+20901+20902+430+20904+20905+20906+409800+1003+1000+1001+1002+1003+1004+1005+1006+1007],[music/20900.bank]
161100,0,[413+439+40702+40703+40704+40705+40100+40102+40103+40104+434+310499+411],[music/40700.bank]
161200,0,[411+40100+40101+40102+40103+434+451+40402+435+436+437+40408+40702+40703+40704+40705+40302+40305+40306+431+439],[music/40000.bank+music/40300.bank+music/40400.bank+music/40700.bank]
161300,0,[108600+108601+40001+40002+40003+40004],[music/108600.bank+music/40000.bank]
161400,0,[423+100200+100201+100202+100203+100204+445+40302+40305+40306+434+40003+425],[music/100200.bank+music/40300.bank]
161500,0,[40903+40904+40905+40906+441+442+440+423+450+30300+30302+30303+30304+30306+30307+30308+30311+405],[music/40900.bank+music/30300.bank]
161600,0,[413+439+40802+40803+440+441+442+40100+40102+40103+40104+434+411],[music/40800.bank+music/40100.bank]
161700,0,[423+100800+100801+40100+40102+411+40103+40104+434+413+439+40802+40803+440+441+442+436+437+421+447+10902+10903+10904+10905+10906+429+10909+40504],[music/40100.bank+music/40800.bank+music/10900.bank]
150900,0,[446+101100+101102+101101+101103+101104+101105+1502+424+1603+1605+1205+1202+1203+1201+1204+1506+1607+1107+1106+406],[music/101100.bank+music/1600.bank+music/1500.bank+music/1200.bank+music/1100.bank]
162000,0,[446+101100+101102+101101+101103+101104+101105+1502+424+1603+1605+1607+1107+1106+406],[music/101100.bank+music/1600.bank+music/1500.bank+music/1200.bank+music/1100.bank]
162100,0,[447+1003+20901+20902+430+20904+20905+20906+30101+30103+30104+431+30105+409800+321100+321101],
162200,0,[413+40003+40502+40503+40504+40506+40507+439+40510+40516+40302+40305],[music/40500.bank+music/40300.bank]
162300,0,[432+448+449+1305+30902+30903+30907+30908+30909+30910+30911+30912+444],[music/30900.bank]
162400,0,[447+321100+321101+411+414+415+10402+10403+426+10405+10406+10407+409800+449],[music/321100.bank+music/10400.bank]
162500,0,[447+110400+110401+321100+321101+409800+446],
162600,0,[100051+100052+100053+100054+100055+100056+100057+21400+21401+21402+21700+21800+21900+445+321000+321001+1102+1103],[music/102500.bank]
162700,0,[446+447+101100+101101+40000+40001+40002+40003+40004+40201+40204+40402+435+436+40407+439+40408+413+40702+40703+40704+40705+108600+108601+100051+100052+100053+100054+100055+100056+100057+21800+21900+321000+321001+1500+1502+1503+1504+1506+1507+1508+404+424+10904+321100+321101],[music/108600.bank+music/102500.bank+music/101100.bank+music/40000.bank+music/40200.bank+music/40400.bank+music/40700.bank+music/1500.bank]
165100,0,[416+100300+100301+100302+100303+100304+40100+40102+40103+434+451+413],[music/100300.bank+music/40100.bank]
165200,0,[108600+108601+1003+1004+1005],[music/108600.bank+music/40100.bank]
165300,0,[416+100300+100301+100302+100303+100304+40002+40003+40004+1406],[music/100300.bank+music/40000.bank]
165400,0,[101200+40002+40003+40004+451],
165500,0,[449],
165600,0,[401+409+410+429+100900+100901+1102+1103+1104+1105+1106+1107+1108+450100+450101+431+449+1305+321000+321001],[music/11000.bank]
165700,0,[449+40002+40003+40004+40302+40305+451],
165800,0,[101200+40002+40003+40004+451],
165900,0,[101200+40002+40003+40004+451],
170000,0,[432+448+449+1300+1301+1302+1303+1304+1305+1306+30911+426+428+30400+30401+30402+30403+30900+30902+30903+30907+30908+30909+30910+30911+30912+10605+450+30302+30303+30304+30306+30307+30308+30311],[music/1300.bank+music/30300.bank+music/30400.bank+music/30900.bank+music/301304.bank]
170100,0,[1600+1601+1602+1603+1604+1605+1606+1607+1608+411+412],[music/1600.bank]
170200,0,[1201+1202+1203+1204+1205+1206+1207+406],[music/1200.bank+music/301200.bank]
170300,0,[1400+1401+1402+1403+1405+1406+1407+1408+1409+1410+1411+1412],[music/1400.bank]
170400,0,[1000+1001+1002+1003+1004+1005+1006+1007],[music/1000.bank]
170500,0,[1101+1102+1103+1104+1105+1106+1107+1108],[music/1100.bank]
170600,0,[1500+1502+1503+1504+1506+1507+1508+404+424],[music/1500.bank]
180000,0,[432+448+449+1300+1301+1302+1303+1304+1305+1306+30911+426+428+30400+30401+30402+30403+30900+30902+30903+30907+30908+30909+30910+30911+30912+10605+450+30302+30303+30304+30306+30307+30308+30311],[music/1300.bank+music/30300.bank+music/30400.bank+music/30900.bank+music/301304.bank]
180100,0,[432+448+449+1300+1301+1302+1303+1304+1305+1306+30911+426+428+30400+30401+30402+30403+30900+30902+30903+30907+30908+30909+30910+30911+30912+10605+450+30302+30303+30304+30306+30307+30308+30311],[music/1300.bank+music/30300.bank+music/30400.bank+music/30900.bank+music/301304.bank]
180200,0,[432+448+449+1300+1301+1302+1303+1304+1305+1306+30911+426+428+30400+30401+30402+30403+30900+30902+30903+30907+30908+30909+30910+30911+30912+10605+450+30302+30303+30304+30306+30307+30308+30311],[music/1300.bank+music/30300.bank+music/30400.bank+music/30900.bank+music/301304.bank]
180300,0,[1500+1502+1503+1504+1505+1506+1507+1508+1509+404+424+1511],[music/1500.bank]
180400,0,[1500+1502+1503+1504+1505+1506+1507+1508+1509+404+424+1511],[music/1500.bank]
180500,0,[1500+1502+1503+1504+1505+1506+1507+1508+1509+404+424+1511],[music/1500.bank]
180600,0,[1101+1102+1103+1104+1105+1106+1107+1108+1160],[music/1100.bank]
180700,0,[1101+1102+1103+1104+1105+1106+1107+1108+1160],[music/1100.bank]
180800,0,[1101+1102+1103+1104+1105+1106+1107+1108+1160],[music/1100.bank]
180900,0,[1000+1001+1002+1003+1004+1005+1006+1007],[music/1000.bank]
181000,0,[1000+1001+1002+1003+1004+1005+1006+1007],[music/1000.bank]
181100,0,[1000+1001+1002+1003+1004+1005+1006+1007],[music/1000.bank]
181200,0,[1600+1601+1602+1603+1604+1605+1606+1607+1608+411+412],[music/1600.bank]
181300,0,[1600+1601+1602+1603+1604+1605+1606+1607+1608+411+412],[music/1600.bank]
181400,0,[1600+1601+1602+1603+1604+1605+1606+1607+1608+411+412],[music/1600.bank]
181500,0,[1400+1401+1402+1403+1405+1406+1407+1408+1409+1410+1411+1412],[music/1400.bank]
181600,0,[1400+1401+1402+1403+1405+1406+1407+1408+1409+1410+1411+1412],[music/1400.bank]
181700,0,[1400+1401+1402+1403+1405+1406+1407+1408+1409+1410+1411+1412],[music/1400.bank]
204011,0,[30001+30004],[music/30000.bank]
204012,0,[30101+30103+30104+431],[music/30100.bank]
204013,0,[30501+30503+30504+30505+30507+30508],[music/30500.bank]
204014,0,[405+409+20001+20004+20005+20007+20008+20009],[music/20000.bank]
204021,0,[409+20500+20503+20504+20505],[music/20500.bank]
204031,0,[413+60000+60002+60003+60004+60005+60006+60010],[music/60000.bank]
204051,0,[413+60000+60002+60003+60004+60005+60006+60010],[music/60000.bank]
204061,0,[60101+60102+60103+60104+60105],[music/60100.bank]
204101,0,[11200+11201],[music/11200.bank]
204102,0,[11300+11301],[music/11300.bank]
204103,0,[11400+11401+11402],[music/11400.bank]
205041,0,[1107+30400+30401+30402+30403],[music/30400.bank]
210001,0,[401+10001+10003+10004+10005],[music/10000.bank]
210002,0,[401+10002+10003+10004+10005],[music/10000.bank]
210003,0,[401+10000+10003+10004+10005],[music/10000.bank]
210201,0,[410+424+425+10201+10203+10204+10205],[music/10200.bank]
210202,0,[410+424+425+10202+10203+10204+10205],[music/10200.bank]
210203,0,[410+424+425+10200+10203+10204+10205],[music/10200.bank]
210301,0,[10301+10303+10304+10305],[music/10300.bank]
210302,0,[10302+10303+10304+10305],[music/10300.bank]
210303,0,[10300+10303+10304+10305],[music/10300.bank]
210401,0,[411+414+415+10401+10403+426+10405+10406+10407],[music/10400.bank]
210402,0,[411+414+415+10402+10403+426+10405+10406+10407],[music/10400.bank]
210403,0,[411+414+415+10400+10403+426+10405+10406+10407],[music/10400.bank]
210501,0,[10501+10503+10507],[music/10500.bank]
210502,0,[10501+10503+10507],[music/10500.bank]
210503,0,[10501+10503+10507],[music/10500.bank]
210601,0,[10305+10601+10603+10604+10605],[music/10600.bank]
210602,0,[10305+10602+10603+10604+10605],[music/10600.bank]
210603,0,[10305+10600+10603+10604+10605],[music/10600.bank]
210701,0,[427+10701+10703+10704+10705+10706+10707+10708],[music/10700.bank]
210702,0,[427+10702+10703+10704+10705+10706+10707+10708],[music/10700.bank]
210703,0,[427+10700+10703+10704+10705+10706+10707+10708],[music/10700.bank]
210901,0,[411+10901+10903+10904+10905+10906+429+10909],[music/10900.bank]
210902,0,[411+10902+10903+10904+10905+10906+429+10909],[music/10900.bank]
210903,0,[411+10900+10903+10904+10905+10906+429+10909],[music/10900.bank]
211001,0,[417+11001+11003+11004+11008],[music/11000.bank]
211002,0,[417+11002+11003+11004+11008],[music/11000.bank]
211003,0,[417+11000+11003+11004+11008],[music/11000.bank]
211101,0,[14+30801+30803+30804+30806],[music/30800.bank]
211102,0,[14+30802+30803+30804+30806],[music/30800.bank]
211103,0,[14+30800+30803+30804+30806],[music/30800.bank]
211200,0,[11200+11201],[music/11200.bank]
211300,0,[11300+11301],[music/11300.bank]
211400,0,[11400+11401+11402],[music/11400.bank]
211600,0,[11600+11601],[music/11600.bank]
211700,0,[11700+11701],[music/11700.bank]
212001,0,[411+12001+12003],[music/12000.bank]
212002,0,[411+12002+12003],[music/12000.bank]
212003,0,[411+12000+12003],[music/12000.bank]
220001,0,[405+450+409+20000+20004+20005+20007+20008+20009+20011],[music/20000.bank]
220002,0,[405+450+409+20001+20004+20005+20007+20008+20009+20011],[music/20000.bank]
220003,0,[405+450+409+20002+20004+20005+20007+20008+20009+20011],[music/20000.bank]
220101,0,[414+415+20100],[music/20100.bank]
220102,0,[414+415+20101],[music/20100.bank]
220103,0,[414+415+20102],[music/20100.bank]
220104,0,[414+415+20102],[music/20100.bank]
220501,0,[409+450+20500+20503+20504+20505+20507],[music/20500.bank]
220502,0,[409+450+20501+20503+20504+20505+20507],[music/20500.bank]
220503,0,[409+450+20502+20503+20504+20505+20507],[music/20500.bank]
220901,0,[450+1003+20901+20902+430+20904+20905+20906],[music/20900.bank]
221100,0,[21100],[music/21100.bank]
221200,0,[402+21200],[music/21200.bank]
221300,0,[402+21300],[music/21300.bank]
221301,0,[402+21300],[music/21300.bank]
221302,0,[402+21300+21900+435+436],[music/21300.bank]
221303,0,[201+402+431+21300],[music/21300.bank]
230001,0,[30000+30004],[music/30000.bank]
230002,0,[30000+30004],[music/30000.bank]
230003,0,[30000+30004],[music/30000.bank]
230101,0,[450+30100+30103+30104+30105+30106+431],[music/30100.bank]
230102,0,[450+30101+30103+30104+30105+30106+431],[music/30100.bank]
230103,0,[450+30102+30103+30104+30105+30106+431],[music/30100.bank]
230106,0,[450+30102+30103+30104+30105+30106+431],[music/30100.bank]
230301,0,[450+30302+30303+30304+30306+30307+30308+30311],[music/30300.bank]
230302,0,[450+30302+30303+30304+30306+30307+30308+30311],[music/30300.bank]
230303,0,[450+30302+30303+30304+30306+30307+30308+30311],[music/30300.bank]
230401,0,[30400+30401+30402+30403],[music/30400.bank]
230501,0,[450+30500+30503+30504+30505+30507+30508],[music/30500.bank]
230502,0,[450+30501+30503+30504+30505+30507+30508],[music/30500.bank]
230503,0,[450+30502+30503+30504+30505+30507+30508],[music/30500.bank]
230601,0,[450+50005+50006+50002+50003+50004+50007],[music/50000.bank]
230701,0,[414+415+60000+60002+60003+60004+60005+60006+60010],[music/60000.bank]
230702,0,[414+415+60001+60002+60003+60004+60005+60006+60010],[music/60000.bank]
230703,0,[414+415+60001+60002+60003+60004+60005+60006+60010],[music/60000.bank]
230801,0,[60100+60102+60103+60104+60105],[music/60100.bank]
230802,0,[60101+60102+60103+60104+60105],[music/60100.bank]
230803,0,[60101+60102+60103+60104+60105],[music/60100.bank]
230901,0,[432+448+30900+30901+30903+30907+30908+30909+30910+30911+30912+10605],[music/30900.bank]
230902,0,[432+448+30900+30901+30903+30907+30908+30909+30910+30911+30912+10605],[music/30900.bank]
230903,0,[432+448+30900+30902+30903+30907+30908+30909+30910+30911+30912+10605],[music/30900.bank]
231001,0,[31000+30000+31001],
231002,0,[31000+30000+31001],
231003,0,[31000+30000+31001],
240001,0,[40000+40002+40003+40004],[music/40000.bank]
240002,0,[40001+40002+40003+40004],[music/40000.bank]
240003,0,[40002+40003+40004],[music/40000.bank]
240009,0,[40000+40002+40004],[music/40000.bank]
240010,0,[40002+40003+40004+435+436],[music/40000.bank]
240011,0,[40001+40002+40003+40004+431],[music/40000.bank]
240101,0,[411+40100+40102+40103+434],[music/40100.bank]
240102,0,[411+40101+40102+40103+434],[music/40100.bank]
240103,0,[411+40102+40103+434],[music/40100.bank]
240106,0,[411+40101+40102+40103+434],[music/40100.bank]
240201,0,[40002+40003+40004+40200+40205],[music/40000.bank+music/40200.bank]
240202,0,[40002+40003+40004+40201+40205],[music/40000.bank+music/40200.bank]
240203,0,[40002+40003+40004+40202+40205],[music/40000.bank+music/40200.bank]
240209,0,[40003+40200+40203],[music/40200.bank+music/40000.bank]
240301,0,[40002+40003+40004+40300+40305],[music/40000.bank+music/40300.bank]
240302,0,[40002+40003+40004+40301+40305],[music/40000.bank+music/40300.bank]
240303,0,[40002+40003+40004+40302+40305],[music/40000.bank+music/40300.bank]
240401,0,[40002+40001+40003+40004+40400+435+436+40407+40408],[music/40000.bank+music/40200.bank+music/40400.bank]
240402,0,[40002+40001+40003+40004+40401+435+436+40407+40408],[music/40000.bank+music/40200.bank+music/40400.bank]
240403,0,[40002+40001+40003+40004+40402+435+436+40407+40408],[music/40000.bank+music/40200.bank+music/40400.bank]
240501,0,[40002+40001+40003+40004+413+40003+40500+40503+40504+40506+40507+439+40510+40516],[music/40000.bank+music/40500.bank]
240502,0,[40002+40001+40003+40004+413+40003+40501+40503+40504+40506+40507+439+40510+40516],[music/40000.bank+music/40500.bank]
240503,0,[40002+40001+40003+40004+413+40003+40502+40503+40504+40506+40507+439+40510+40516],[music/40000.bank+music/40500.bank]
240601,0,[423+413+40600+40603+419],[music/40600.bank]
240602,0,[423+413+40601+40603+419],[music/40600.bank]
240603,0,[423+413+40602+40603+419],[music/40600.bank]
240701,0,[413+439+40700+40703+40704+40705],[music/40700.bank]
240702,0,[413+439+40701+40703+40704+40705],[music/40700.bank]
240703,0,[413+439+40702+40703+40704+40705],[music/40700.bank]
240801,0,[413+439+40800+40803+440],[music/40800.bank]
240802,0,[413+439+40801+40803+440],[music/40800.bank]
240803,0,[413+439+40802+40803+440],[music/40800.bank]
240901,0,[419+40900+40903+40904+40905+40906],[music/40900.bank]
240902,0,[419+40901+40903+40904+40905+40906],[music/40900.bank]
240903,0,[419+40902+40903+40904+40905+40906],[music/40900.bank]
241001,0,[41000+41001+434+445],
241002,0,[41000+41001+434+445],
241003,0,[41000+41001+434+445],
270100,0,[21800],
270200,0,[21900+321101],
270300,0,[11300+11301],[music/11300.bank]
300200,0,,
301003,0,,
301004,0,,
301102,0,,
301201,0,,
301202,0,,
301501,0,,
301502,0,,
310410,0,,
310420,0,,
311099,0,[417+11002+11003+11004+11005+11006+11008],
312001,0,[411+12000+12003],
312002,0,[411+12000+12003],
312003,0,[411+12000+12003],
321400,0,,
321500,0,,
321600,0,,
321700,0,,
321800,0,,
321900,0,,
330401,0,,
330402,0,,
330403,0,,
330404,0,,
330405,0,,
330406,0,,
330407,0,,
330408,0,,
330409,0,,
330410,0,,
330411,0,,
330412,0,,
330413,0,,
330414,0,,
330415,0,,
330502,0,,
330902,0,,
340105,0,,
340115,0,,
340301,0,,
340302,0,,
340401,0,,
340402,0,,
340403,0,,
340404,0,,
340405,0,,
340411,0,,
340412,0,,
340413,0,,
340414,0,,
340415,0,,
340416,0,,
340417,0,,
340418,0,,
340419,0,,
340420,0,,
340422,0,,
340601,0,,
360200,0,,
360300,0,,
370110,0,,
370111,0,,
370112,0,,
370113,0,,
370114,0,,
370115,0,,
370201,0,,
370202,0,,
370203,0,,
370204,0,,
370205,0,,
370206,0,,
370207,0,,
370208,0,,
370209,0,,
370210,0,,
370211,0,,
370212,0,,
370213,0,,
370214,0,,
370215,0,,
370216,0,,
401401,0,,
406801,0,,
406802,0,,
407200,0,[1107+30400+30402+30403],
410100,0,[410100+410101],
410200,0,,
440200,0,,
440201,0,,
450100,0,,
450201,0,,
450202,0,,
450203,0,,
450204,0,,
450205,0,,
450206,0,,
460001,0,,
460002,0,,
460101,0,,
