资源ID,资源类型（0都不是---1是csb1.6骨骼---2是spine---3是csb2文件）,资源加载路径(json/csb),资源加载路径atlas,皮肤ID
60005,2,role/60000/60000_Skill5_Bullet1.json,role/60000/60004.atlas,
60006,2,role/60000/60004_Attack1_HitBuff.json,role/60000/60004.atlas,
60010,2,role/public/Sleep/Sleep.json,role/public/Sleep/Sleep.atlas,
60100,2,role/60100/60104.json,role/60100/60100.atlas,
60101,2,role/60100/60105.json,role/60100/60100.atlas,
60102,2,role/60100/60100_Attack_Effect.json,role/60100/60100.atlas,
60103,2,role/60100/60100_Attack_Hit.json,role/60100/60100.atlas,
60104,2,role/60100/60100_Attack2_Hit.json,role/60100/60100.atlas,
60105,2,role/60100/60100_skill_Hit.json,role/60100/60100.atlas,
60200,2,role/60200/60200.json,role/60200/60200.atlas,
100001,2,role/100001/100001.json,role/100001/100001.atlas,
100002,2,role/100001/100001_buff1.json,role/100001/100001.atlas,
100005,2,role/100001/100001_Hit1.json,role/100001/100001.atlas,
100006,2,role/100001/100001_Skill5_Bullet1.json,role/100001/100001.atlas,
100007,2,role/100001/100001_Skill5_Bullet2.json,role/100001/100001.atlas,
100051,2,role/100004/100004.json,role/100004/100004.atlas,
100052,2,role/100004/100004_Attack1_Bullet.json,role/100004/100004.atlas,
100053,2,role/100004/100004_Attack1_HitBuff.json,role/100004/100004.atlas,
100054,2,role/100004/100004_Skill3_Bullet.json,role/100004/100004.atlas,
100055,2,role/100004/100004_Skill3_HitBuff.json,role/100004/100004.atlas,
100056,2,role/100004/100004_Skill4_Bullet1.json,role/100004/100004.atlas,
100057,2,role/100004/100004_Skill4_Bullet2.json,role/100004/100004.atlas,
100100,2,role/100100/100100.json,role/100100/100100.atlas,
100200,2,role/100200/100200.json,role/100200/100200.atlas,
100201,2,role/100200/100200_Skill1_Bullet.json,role/100200/100200.atlas,
100202,2,role/100200/100200_Skill1_Hit.json,role/100200/100200.atlas,
100203,2,role/100200/100200_Skill2_Bullet.json,role/100200/100200.atlas,
100204,2,role/100200/100200_Skill2_Explosion.json,role/100200/100200.atlas,
100300,2,role/100300/100300.json,role/100300/100300.atlas,
100301,2,role/100300/100300_Skill3_Bullet.json,role/100300/100300.atlas,
100302,2,role/100300/100300_Skill4_Buff.json,role/100300/100300.atlas,
100303,2,role/100300/100300_Skill4_Hit.json,role/100300/100300.atlas,
100304,2,role/100300/100300_Attack_Effect.json,role/100300/100300.atlas,
100400,2,role/100400/100400.json,role/100400/100400.atlas,
100401,2,role/100400/100400_Fog.json,role/100400/100400.atlas,
100402,2,role/100400/100400_Skill2_Bullet.json,role/100400/100400.atlas,
100600,2,role/100600/100600.json,role/100600/100600.atlas,
100700,2,role/100700/100700.json,role/100700/100700.atlas,
100701,2,role/100700/100700_tx.json,role/100700/100700_tx.atlas,
100800,2,role/100800/100800.json,role/100800/100800.atlas,
100801,2,role/100800/100800_Attack_Effect.json,role/100800/100800.atlas,
100900,2,role/100900/100900.json,role/100900/100900.atlas,
100901,2,role/100900/100900_Attack_Effect.json,role/100900/100900.atlas,
101000,2,role/101000/101000.json,role/101000/101000.atlas,
101001,2,role/101000/101000_Buff1.json,role/101000/101000.atlas,
101002,2,role/101000/101000_Bullet1.json,role/101000/101000.atlas,
101003,3,ui_new/p_public/effect/boss_101000_Ult/boss_101000_Ult.csb,,
101100,2,role/101100/101100.json,role/101100/101100.atlas,
101101,2,role/101100/101100_Effect.json,role/101100/101100.atlas,
101102,2,role/101100/101100_Effect2.json,role/101100/101100.atlas,
101103,2,role/101100/101100_Skill3_Hitbuf.json,role/101100/101100.atlas,
101104,2,role/101100/101100_Skill3_Bullet1.json,role/101100/101100.atlas,
101105,2,role/101100/101100_Skill4_Hitbuf.json,role/101100/101100.atlas,
101200,2,role/101200/101200.json,role/101200/101200.atlas,
106800,2,role/106800/106800.json,role/106800/106800.atlas,
106801,2,role/106800/106800_Skill1_Effect.json,role/106800/106800.atlas,
106802,2,role/106800/106800_Skill2_Effect.json,role/106800/106800.atlas,
106803,2,role/106800/106800_Attack1_Effect.json,role/106800/106800.atlas,
106804,2,role/106800/406800.json,role/106800/406800.atlas,
108600,2,role/108600/108600_Skill_Effect.json,role/108600/108600.atlas,
108601,2,role/108600/108600.json,role/108600/108600.atlas,
109500,2,role/109200/109200.json,role/109200/109200.atlas,
109501,2,role/109200/109200_Effect.json,role/109200/109200.atlas,
110100,2,role/109800/109800.json,role/109800/109800.atlas,
110101,2,role/109800/109800_Effect.json,role/109800/109800.atlas,
110400,2,role/110400/110400.json,role/110400/110400.atlas,
110401,2,role/110400/110400_Effect.json,role/110400/110400.atlas,
301399,2,role/301399/301399.json,role/301399/301399.atlas,
310499,2,role/310499/310499.json,role/310499/310499.atlas,
321000,2,role/321000/321000.json,role/321000/321000.atlas,
321001,2,role/321000/321000_Effect.json,role/321000/321000.atlas,
321100,2,role/321100/321100.json,role/321100/321100.atlas,
321101,2,role/321100/321100_Effect.json,role/321100/321100.atlas,
340099,2,role/340099/340099.json,role/340099/340099.atlas,
409800,2,role/409800/409800.json,role/409800/409800.atlas,
410100,2,role/410100/410100.json,role/410100/410100.atlas,
410101,2,role/410100/410100_Effect.json,role/410100/410100.atlas,
410102,2,role/410100/410100_Birth.json,role/410100/410100.atlas,
410103,2,role/410100/410100_Light.json,role/410100/410100.atlas,
410200,2,role/410100/410200.json,role/410100/410100.atlas,
412700,2,role/412700/412700.json,role/412700/412700.atlas,
412701,2,role/412700/412701.json,role/412700/412700.atlas,
412702,2,role/412700/412700_Effect.json,role/412700/412700.atlas,
412703,2,role/412700/412701_Effect.json,role/412700/412700.atlas,
412800,2,role/412800/412800.json,role/412800/412800.atlas,
412801,2,role/412800/412801.json,role/412800/412800.atlas,
412802,2,role/412800/412800_Effect.json,role/412800/412800.atlas,
412803,2,role/412800/412801_Effect.json,role/412800/412800.atlas,
412900,2,role/412900/412900.json,role/412900/412900.atlas,
412901,2,role/412900/412901.json,role/412900/412900.atlas,
412902,2,role/412900/412900_Effect.json,role/412900/412900.atlas,
412903,2,role/412900/412901_Effect.json,role/412900/412900.atlas,
450100,2,role/450100/20008.json,role/450100/20008.atlas,
450101,2,role/450100/20008_Pool.json,role/450100/20008.atlas,
